"Supplied Name","guid","scientificName","family","kingdom","vernacular name","status code","status"
"Crenadactylus sp. 'Cape Range'","ALA_Crenadactylus_sp_Cape_Range","Crenadactylus sp. 'Cape Range'",,,"Cape Range crenadactylus","P2","Priority 2: Poorly-known species"
"Thysanotus formosus","https://id.biodiversity.org.au/node/apni/2886347","Thysanotus formosus","Asparagaceae",,,"P1","Priority 1: Poorly-known species"
"Stylidium tenuicarpum","https://id.biodiversity.org.au/node/apni/2908482","Stylidium tenuicarpum","Stylidiaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Liagoceradocus branchialis","urn:lsid:biodiversity.org.au:afd.taxon:428dd679-fc76-4e79-82c1-da23124e3134","Liagoceradocus branchialis","Hadziidae",,"Cape Range liagoceradocus amphipod","EN","Endangered"
"Rothia indica subsp. australis","https://id.biodiversity.org.au/node/apni/2908169","Rothia indica subsp. australis","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Boronia jucunda","https://id.biodiversity.org.au/node/apni/2893603","Boronia jucunda","Rutaceae",,,"P1","Priority 1: Poorly-known species"
"Banksia recurvistylis","https://id.biodiversity.org.au/node/apni/2896471","Banksia recurvistylis","Proteaceae",,,"P2","Priority 2: Poorly-known species"
"Tryngites subruficollis","urn:lsid:biodiversity.org.au:afd.taxon:e6904157-a0de-4238-845a-d6e0b71f99ec","Tryngites subruficollis","Scolopacidae",,"buff-breasted sandpiper","IA","Migratory birds protected under international agreement"
"Myriophyllum echinatum","https://id.biodiversity.org.au/node/apni/2903078","Myriophyllum echinatum","Haloragaceae",,,"P3","Priority 3: Poorly-known species"
"Senecio serratiformis subsp. serratiformis","https://id.biodiversity.org.au/node/apni/2903555","Senecio serratiformis subsp. serratiformis","Asteraceae",,,"P1","Priority 1: Poorly-known species"
"Hemigenia tichbonii","https://id.biodiversity.org.au/taxon/apni/51287973","Hemigenia tichbonii","Lamiaceae",,,"P1","Priority 1: Poorly-known species"
"Acacia synoria","https://id.biodiversity.org.au/node/apni/2892363","Acacia synoria","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Persoonia pentasticha","https://id.biodiversity.org.au/node/apni/2909083","Persoonia pentasticha","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Gallinago stenura","urn:lsid:biodiversity.org.au:afd.taxon:ba574ee9-e1ba-492c-8a3f-47faa973297c","Gallinago (Gallinago) stenura","Scolopacidae",,"pin-tailed snipe","IA","Migratory birds protected under international agreement"
"Drosera graniticola","https://id.biodiversity.org.au/node/apni/2917299","Drosera graniticola","Droseraceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Austrostipa sp. Dowerin (G. Wiehl F 8004)","ALA_Austrostipa_sp_Dowerin_G_Wiehl_F_8004","Austrostipa sp. Dowerin (G. Wiehl F 8004)",,,,"P2","Priority 2: Poorly-known species"
"Bothriembryon praecelsus","urn:lsid:biodiversity.org.au:afd.taxon:b19f277b-a507-4f65-8ba4-9c66894781c7","Bothriembryon (Bothriembryon) praecelsus","Bothriembryontidae",,"a bothriembryontid land snail","EX","Presumed extinct"
"Gossypium anapoides","https://id.biodiversity.org.au/taxon/apni/51288464","Gossypium anapoides","Malvaceae",,,"P1","Priority 1: Poorly-known species"
"Westraltrachia lievreana","urn:lsid:biodiversity.org.au:afd.taxon:bb2ef669-913f-411c-8c0d-b40ffe0c56ee","Westraltrachia lievreana","Camaenidae",,"a camaenid land snail","P1","Priority 1: Poorly-known species"
"Allocasuarina anfractuosa","https://id.biodiversity.org.au/taxon/apni/51270362","Allocasuarina anfractuosa","Casuarinaceae",,,"P1","Priority 1: Poorly-known species"
"Boronia crassipes","https://id.biodiversity.org.au/node/apni/2898572","Boronia crassipes","Rutaceae",,,"P3","Priority 3: Poorly-known species"
"Daviesia mesophylla","https://id.biodiversity.org.au/node/apni/2906797","Daviesia mesophylla","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Fregata andrewsi","urn:lsid:biodiversity.org.au:afd.taxon:f6145c92-86f2-45f6-a2b2-6a061447e73b","Fregata andrewsi","Fregatidae",,"Christmas Island frigatebird, Andrew's frigatebird","IA","Migratory birds protected under international agreement"
"Baeckea sp. Crossroads (B.L. Rye & M.E. Trudgen 241186)","https://id.biodiversity.org.au/node/apni/2893759","Baeckea sp. Crossroads (B.L.Rye & M.E.Trudgen 241186)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Grevillea fastigiata","https://id.biodiversity.org.au/node/apni/2915128","Grevillea fastigiata","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Grevillea dryandroides subsp. hirsuta","https://id.biodiversity.org.au/node/apni/2894695","Grevillea dryandroides subsp. hirsuta","Proteaceae",,,"VU","Vulnerable"
"Xanthosia peduncularis","https://id.biodiversity.org.au/node/apni/2907525","Xanthosia peduncularis","Apiaceae",,,"P3","Priority 3: Poorly-known species"
"Cyathochaeta stipoides","https://id.biodiversity.org.au/node/apni/2910400","Cyathochaeta stipoides","Cyperaceae",,,"P3","Priority 3: Poorly-known species"
"Dielsiodoxa propullulans","https://id.biodiversity.org.au/node/apni/2903832","Dielsiodoxa propullulans","Ericaceae",,,"P2","Priority 2: Poorly-known species"
"Melichrus sp. Bruce Rock (J. Buegge D 36)","ALA_Melichrus_sp_Bruce_Rock_J_Buegge_D_36","Melichrus sp. Bruce Rock (J. Buegge D 36)",,,,"P1","Priority 1: Poorly-known species"
"Franklandia triaristata","https://id.biodiversity.org.au/node/apni/2905676","Franklandia triaristata","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Lygodium flexuosum","https://id.biodiversity.org.au/node/apni/2905639","Lygodium flexuosum","Lygodiaceae",,,"P3","Priority 3: Poorly-known species"
"Cyanicula ixioides subsp. ixioides","https://id.biodiversity.org.au/name/apni/142869","Cyanicula ixioides subsp. ixioides","Orchidaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Lepidium catapycnon","https://id.biodiversity.org.au/node/apni/2911191","Lepidium catapycnon","Brassicaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Xanthoparmelia hypoleiella","ALA_Xanthoparmelia_hypoleiella","Xanthoparmelia hypoleiella","Parmeliaceae",,,"P3","Priority 3: Poorly-known species"
"Hibbertia chartacea","https://id.biodiversity.org.au/node/apni/2917418","Hibbertia chartacea","Dilleniaceae",,,"P2","Priority 2: Poorly-known species"
"Corymbia sp. Yampi Peninsula (R.L. Barrett & A.N. Start RLB 2280)","https://id.biodiversity.org.au/node/apni/2904061","Corymbia sp. Yampi Peninsula (R.L.Barrett & A.N.Start RLB 2280)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Micromyrtus ninghanensis","https://id.biodiversity.org.au/node/apni/2900876","Micromyrtus ninghanensis","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Eucalyptus macrocarpa subsp. elachantha","https://id.biodiversity.org.au/node/apni/2910253","Eucalyptus macrocarpa subsp. elachantha","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Stygiochiropus sympatricus","urn:lsid:biodiversity.org.au:afd.taxon:969d8510-2acf-432f-9013-86e2e41dfe52","Stygiochiropus sympatricus","Paradoxosomatidae",,"a millipede","VU","Vulnerable"
"Gratiola pedunculata","https://id.biodiversity.org.au/node/apni/2909605","Gratiola pedunculata","Plantaginaceae",,,"P2","Priority 2: Poorly-known species"
"Lagorchestes hirsutus subsp. (NTM U2430)","ALA_Lagorchestes_hirsutus_subsp_NTM_U2430","Lagorchestes hirsutus subsp. (NTM U2430)",,,"rufous hare-wallaby (Central Australia), mala (Tanami Desert)","EN","Endangered"
"Scholtzia sp. Gunyidi (J.D. Briggs 1721)","https://id.biodiversity.org.au/node/apni/2904510","Scholtzia sp. Gunyidi (J.D.Briggs 1721)","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Sphenotoma drummondii","https://id.biodiversity.org.au/node/apni/2905295","Sphenotoma drummondii","Ericaceae",,,"EN","Endangered"
"Indigofera ixocarpa","https://id.biodiversity.org.au/node/apni/2917852","Indigofera ixocarpa","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Scleria polycarpa","https://id.biodiversity.org.au/node/apni/2889498","Scleria polycarpa","Cyperaceae",,,"P1","Priority 1: Poorly-known species"
"Pterostylis echinulata","https://id.biodiversity.org.au/name/apni/236719","Pterostylis echinulata","Orchidaceae",,,"P1","Priority 1: Poorly-known species"
"Daviesia sarissa subsp. redacta","https://id.biodiversity.org.au/node/apni/2908682","Daviesia sarissa subsp. redacta","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Leucopogon marginatus","https://id.biodiversity.org.au/node/apni/2893969","Leucopogon marginatus","Ericaceae",,,"EN","Endangered"
"Stylidium diceratum","https://id.biodiversity.org.au/node/apni/2906558","Stylidium diceratum","Stylidiaceae",,,"P1","Priority 1: Poorly-known species"
"Acacia mitodes","https://id.biodiversity.org.au/node/apni/2894830","Acacia mitodes","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Verticordia gracilis","https://id.biodiversity.org.au/node/apni/2891375","Verticordia gracilis","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Melaleuca barlowii","https://id.biodiversity.org.au/node/apni/2890330","Melaleuca barlowii","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Stylidium paludicola","https://id.biodiversity.org.au/taxon/apni/51294397","Stylidium paludicola","Stylidiaceae",,,"P3","Priority 3: Poorly-known species"
"Baeckea sp. Gibson (K.R. Newbey 11084)","https://id.biodiversity.org.au/node/apni/2919397","Baeckea sp. Gibson (K.R.Newbey 11084)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Acacia simulans","https://id.biodiversity.org.au/node/apni/2900704","Acacia simulans","Fabaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Acacia ascendens","https://id.biodiversity.org.au/node/apni/2921287","Acacia ascendens","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Leucopogon lasiophyllus","https://id.biodiversity.org.au/node/apni/2896806","Leucopogon lasiophyllus","Ericaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Tephrosia sp. North West Cape (G. Marsh 81)","https://id.biodiversity.org.au/taxon/apni/51285739","Tephrosia sp. North West Cape (G.Marsh 81)","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Triodia sp. Kurungal (A.B. Craig ABC 1675)","https://id.biodiversity.org.au/taxon/apni/51291558","Triodia sp. Kurungal (A.B.Craig ABC 1675)","Poaceae",,,"P1","Priority 1: Poorly-known species"
"Euryomyrtus inflata","https://id.biodiversity.org.au/node/apni/2889036","Euryomyrtus inflata","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Prostanthera verticillaris","https://id.biodiversity.org.au/node/apni/2906010","Prostanthera verticillaris","Lamiaceae",,,"P1","Priority 1: Poorly-known species"
"Harnieria kempeana subsp. rhadinophylla","https://id.biodiversity.org.au/node/apni/2905217","Harnieria kempeana subsp. rhadinophylla","Acanthaceae",,,"P2","Priority 2: Poorly-known species"
"Corchorus capsularis","https://id.biodiversity.org.au/node/apni/2902666","Corchorus capsularis","Malvaceae",,,"P1","Priority 1: Poorly-known species"
"Actinoschoenus ramosus","https://id.biodiversity.org.au/taxon/apni/51313347","Actinoschoenus ramosus","Cyperaceae",,,"P3","Priority 3: Poorly-known species"
"Acacia cylindrica","https://id.biodiversity.org.au/node/apni/2893547","Acacia cylindrica","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Acacia ancistrophylla var. perarcuata","https://id.biodiversity.org.au/node/apni/2910813","Acacia ancistrophylla var. perarcuata","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Gastrolobium papilio","https://id.biodiversity.org.au/node/apni/2888209","Gastrolobium papilio","Fabaceae",,,"CR","Critically endangered"
"Puffinus pacificus (Ardenna pacifica)","ALA_Puffinus_pacificus_Ardenna_pacifica","Puffinus pacificus (Ardenna pacifica)",,,"wedge-tailed shearwater","IA","Migratory birds protected under international agreement"
"Myriophyllum trifidum","https://id.biodiversity.org.au/node/apni/2887583","Myriophyllum trifidum","Haloragaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Verticordia muelleriana subsp. muelleriana","https://id.biodiversity.org.au/node/apni/2920012","Verticordia muelleriana subsp. muelleriana","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Ixalodectes flectocercus","urn:lsid:biodiversity.org.au:afd.taxon:aef0af9f-a5b4-4a98-a67b-c9cdedf7b67f","Ixalodectes flectocercus","Tettigoniidae",,"a cricket","P1","Priority 1: Poorly-known species"
"Eucalyptus sp. Pitta Creek (R.L. Barrett & M.D. Barrett RLB 1677)","https://id.biodiversity.org.au/node/apni/2892352","Eucalyptus sp. Pitta Creek (R.L.Barrett & M.D.Barrett RLB 1677)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Eremophila capricornica","https://id.biodiversity.org.au/taxon/apni/51294160","Eremophila capricornica","Scrophulariaceae",,,"P1","Priority 1: Poorly-known species"
"Tetratheca pilifera","https://id.biodiversity.org.au/node/apni/2894992","Tetratheca pilifera","Elaeocarpaceae",,,"P3","Priority 3: Poorly-known species"
"Thalassarche cauta (Thalassarche cauta cauta)","ALA_Thalassarche_cauta_Thalassarche_cauta_cauta","Thalassarche cauta (Thalassarche cauta cauta)",,,"shy albatross","VU & IA","Vulnerable and Migratory birds protected under international agreement"
"Heliotropium aenigmatum","https://id.biodiversity.org.au/node/apni/2913467","Heliotropium aenigmatum","Boraginaceae",,,"P1","Priority 1: Poorly-known species"
"Lechenaultia longiloba","https://id.biodiversity.org.au/node/apni/2906599","Lechenaultia longiloba","Goodeniaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Cladium procerum","https://id.biodiversity.org.au/node/apni/2898303","Cladium procerum","Cyperaceae",,,"P2","Priority 2: Poorly-known species"
"Stylidium sp. King Cascade (K.F. Kenneally 11173)","https://id.biodiversity.org.au/node/apni/2917616","Stylidium sp. King Cascade (K.F.Kenneally 11173)","Stylidiaceae",,,"P2","Priority 2: Poorly-known species"
"Conospermum sigmoideum","https://id.biodiversity.org.au/node/apni/2897241","Conospermum sigmoideum","Proteaceae",,,"P2","Priority 2: Poorly-known species"
"Hakea neurophylla","https://id.biodiversity.org.au/node/apni/2913230","Hakea neurophylla","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Thryptomene striata","https://id.biodiversity.org.au/node/apni/2913580","Thryptomene striata","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Solanum pugiunculiferum","https://id.biodiversity.org.au/node/apni/2897572","Solanum pugiunculiferum","Solanaceae",,,"P1","Priority 1: Poorly-known species"
"Lepidosperma lyonsii","https://id.biodiversity.org.au/node/apni/2916415","Lepidosperma lyonsii","Cyperaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Triumfetta rubiginosa","https://id.biodiversity.org.au/node/apni/2920194","Triumfetta rubiginosa","Malvaceae",,,"P2","Priority 2: Poorly-known species"
"Caladenia winfieldii","https://id.biodiversity.org.au/node/apni/2911848","Caladenia winfieldii","Orchidaceae",,,"EN","Endangered"
"Turgenitubulus tanmurrana","urn:lsid:biodiversity.org.au:afd.taxon:5062330a-1a6d-495b-9edf-419e6d488a77","Turgenitubulus tanmurrana","Camaenidae",,"a camaenid land snail","CR","Critically endangered"
"Thelymitra dedmaniarum","https://id.biodiversity.org.au/node/apni/2906957","Thelymitra dedmaniarum","Orchidaceae",,,"CR","Critically endangered"
"Platytheca anasima","https://id.biodiversity.org.au/node/apni/2899955","Platytheca anasima","Elaeocarpaceae",,,"P2","Priority 2: Poorly-known species"
"Microtis pulchella","https://id.biodiversity.org.au/name/apni/74133","Microtis pulchella","Orchidaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Phlebocarya pilosissima subsp. pilosissima","https://id.biodiversity.org.au/node/apni/2900722","Phlebocarya pilosissima subsp. pilosissima","Haemodoraceae",,,"P3","Priority 3: Poorly-known species"
"Adenanthos ileticos","https://id.biodiversity.org.au/node/apni/2905505","Adenanthos ileticos","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Caustis gigas","https://id.biodiversity.org.au/taxon/apni/51283017","Caustis gigas","Cyperaceae",,,"P2","Priority 2: Poorly-known species"
"Daviesia arthropoda","https://id.biodiversity.org.au/node/apni/2911068","Daviesia arthropoda","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Chamelaucium sp. Yalgoo (Y. Chadwick 1816)","https://id.biodiversity.org.au/node/apni/2899087","Chamelaucium sp. Yalgoo (Y.Chadwick 1816)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Leucopogon sp. Bifid Eneabba (M. Hislop 1927) PN","ALA_Leucopogon_sp_Bifid_Eneabba_M_Hislop_1927_PN","Leucopogon sp. Bifid Eneabba (M. Hislop 1927) PN",,,,"P3","Priority 3: Poorly-known species"
"Calidris tenuirostris","urn:lsid:biodiversity.org.au:afd.taxon:f1a17af7-9855-4ca5-8573-e9fd3e1f57a9","Calidris (Calidris) tenuirostris","Scolopacidae",,"great knot","VU & IA","Vulnerable and Migratory birds protected under international agreement"
"Paragoodia crenulata","https://id.biodiversity.org.au/node/apni/2917804","Paragoodia crenulata","Fabaceae",,,"VU","Vulnerable"
"Eragrostis schultzii","https://id.biodiversity.org.au/node/apni/2898495","Eragrostis schultzii","Poaceae",,,"P3","Priority 3: Poorly-known species"
"Acacia insolita subsp. recurva","https://id.biodiversity.org.au/node/apni/2900706","Acacia insolita subsp. recurva","Fabaceae",,,"CR","Critically endangered"
"Verticordia amphigia","https://id.biodiversity.org.au/node/apni/2909063","Verticordia amphigia","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Banksia arborea","https://id.biodiversity.org.au/node/apni/2896853","Banksia arborea","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Euphrasia scabra","http://id.biodiversity.org.au/node/apni/2903366","Euphrasia scabra","Scrophulariaceae",,,"P2","Priority 2: Poorly-known species"
"Roebuckiella halophila","https://id.biodiversity.org.au/taxon/apni/51268941","Roebuckiella halophila","Asteraceae",,,"P3","Priority 3: Poorly-known species"
"Grevillea calcicola","https://id.biodiversity.org.au/node/apni/2919552","Grevillea calcicola","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Pultenaea adunca","https://id.biodiversity.org.au/node/apni/2911918","Pultenaea adunca","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Eremophila sp. Meekatharra (D.J. Edinger 4430)","https://id.biodiversity.org.au/node/apni/2894670","Eremophila sp. Meekatharra (D.J.Edinger 4430)","Scrophulariaceae",,,"P1","Priority 1: Poorly-known species"
"Lagorchestes asomatus","urn:lsid:biodiversity.org.au:afd.taxon:c9421a1e-00a2-4b36-b8fd-2bd6462c4796","Lagorchestes asomatus","Macropodidae",,"central hare-wallaby, kuluwarri","EX","Presumed extinct"
"Adenostemma lavenia var. lanceolatum","https://id.biodiversity.org.au/node/apni/2916188","Adenostemma lavenia var. lanceolatum","Asteraceae",,,"P3","Priority 3: Poorly-known species"
"Boronia kalumburuensis","https://id.biodiversity.org.au/node/apni/2886516","Boronia kalumburuensis","Rutaceae",,,"P3","Priority 3: Poorly-known species"
"Goodenia pumilio","https://id.biodiversity.org.au/node/apni/2920584","Goodenia pumilio","Goodeniaceae",,,"P3","Priority 3: Poorly-known species"
"Hakea rigida","https://id.biodiversity.org.au/node/apni/2914555","Hakea rigida","Proteaceae",,,"P2","Priority 2: Poorly-known species"
"Grevillea manglesioides subsp. ferricola","https://id.biodiversity.org.au/node/apni/2901748","Grevillea manglesioides subsp. ferricola","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Synaphea rangiferops","https://id.biodiversity.org.au/node/apni/2920708","Synaphea rangiferops","Proteaceae",,,"P2","Priority 2: Poorly-known species"
"Doodia caudata","https://id.biodiversity.org.au/taxon/apni/51269361","Blechnum medium","Blechnaceae",,,"P2","Priority 2: Poorly-known species"
"Sterculia holtzei","https://id.biodiversity.org.au/node/apni/2911808","Sterculia holtzei","Malvaceae",,,"P1","Priority 1: Poorly-known species"
"Bossiaea arcuata","https://id.biodiversity.org.au/node/apni/2906472","Bossiaea arcuata","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Alyogyne sp. Rockingham (G.J. Keighery 14463) PN","ALA_Alyogyne_sp_Rockingham_G_J_Keighery_14463_PN","Alyogyne sp. Rockingham (G.J. Keighery 14463) PN",,,,"P2","Priority 2: Poorly-known species"
"Caladenia elegans","https://id.biodiversity.org.au/node/apni/2892597","Caladenia elegans","Orchidaceae",,,"CR","Critically endangered"
"Goodenia pedicellata","https://id.biodiversity.org.au/node/apni/2921071","Goodenia pedicellata","Goodeniaceae",,,"P1","Priority 1: Poorly-known species"
"Baeckea sp. North Ironcap (R.J. Cranfield 10580)","https://id.biodiversity.org.au/node/apni/2892657","Baeckea sp. North Ironcap (R.J.Cranfield 10580)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Rinzia longifolia","https://id.biodiversity.org.au/node/apni/2919138","Rinzia longifolia","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Thryptomene sp. Mt Clara (R.J. Cranfield 11702)","https://id.biodiversity.org.au/node/apni/2912575","Thryptomene sp. Mt Clara (R.J.Cranfield 11702)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Rhagada gibbensis","urn:lsid:biodiversity.org.au:afd.taxon:cea73e55-bb94-4b7c-befa-49733df24878","Rhagada gibbensis","Camaenidae",,"a camaenid land snail","P1","Priority 1: Poorly-known species"
"Eremophila hillii","https://id.biodiversity.org.au/node/apni/2908353","Eremophila hillii","Scrophulariaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Labichea rossii","https://id.biodiversity.org.au/node/apni/2915946","Labichea rossii","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Actinoschoenus quadricostatus","https://id.biodiversity.org.au/taxon/apni/51282932","Actinoschoenus quadricostatus","Cyperaceae",,,"P1","Priority 1: Poorly-known species"
"Persoonia filiformis","https://id.biodiversity.org.au/node/apni/2888836","Persoonia filiformis","Proteaceae",,,"P2","Priority 2: Poorly-known species"
"Eucalyptus canescens subsp. canescens","https://id.biodiversity.org.au/node/apni/2897741","Eucalyptus canescens subsp. canescens","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Nymphoides parvifolia","https://id.biodiversity.org.au/node/apni/2904227","Nymphoides parvifolia","Menyanthaceae",,,"P1","Priority 1: Poorly-known species"
"Hibbertia turleyana","https://id.biodiversity.org.au/node/apni/2903852","Hibbertia turleyana","Dilleniaceae",,,"P2","Priority 2: Poorly-known species"
"Tricoryne sp. Geraldton (G.J. Keighery 10461)","https://id.biodiversity.org.au/node/apni/2898714","Tricoryne sp. Geraldton (G.J.Keighery 10461)","Hemerocallidaceae",,,"P1","Priority 1: Poorly-known species"
"Lasiopetalum venustum","https://id.biodiversity.org.au/taxon/apni/51288544","Lasiopetalum venustum","Malvaceae",,,"P3","Priority 3: Poorly-known species"
"Nannoperca pygmaea","urn:lsid:biodiversity.org.au:afd.taxon:e4a7c4ea-0a67-41ce-9bef-3aec9576d311","Nannoperca pygmaea","Percichthyidae",,"little pygmy perch","EN","Endangered"
"Calytrix plumulosa","https://id.biodiversity.org.au/node/apni/2898962","Calytrix plumulosa","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Pityrodia iphthima","https://id.biodiversity.org.au/node/apni/2905745","Pityrodia iphthima","Lamiaceae",,,"P1","Priority 1: Poorly-known species"
"Thryptomene stapfii","https://id.biodiversity.org.au/taxon/apni/51290362","Thryptomene stapfii","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Baeckea sp. Hatter Hill (K.R. Newbey 3284)","https://id.biodiversity.org.au/node/apni/2898021","Baeckea sp. Hatter Hill (K.R.Newbey 3284)","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Eremophila warnesii","https://id.biodiversity.org.au/node/apni/2905367","Eremophila warnesii","Scrophulariaceae",,,"P1","Priority 1: Poorly-known species"
"Stygiocaris lancifera","urn:lsid:biodiversity.org.au:afd.taxon:5e1f27ed-f1e2-470a-94b8-5a0987387305","Stygiocaris lancifera","Atyidae",,"lance-beaked cave shrimp","VU","Vulnerable"
"Charadrius hiaticula","NZOR-6-40515","Charadrius hiaticula","Charadriidae",,"ringed plover","IA","Migratory birds protected under international agreement"
"Stylidium diplectroglossum","https://id.biodiversity.org.au/node/apni/2914558","Stylidium diplectroglossum","Stylidiaceae",,,"P1","Priority 1: Poorly-known species"
"Crocodylus porosus","urn:lsid:biodiversity.org.au:afd.taxon:989a7126-df02-4f1f-a21f-feca59662947","Crocodylus porosus","Crocodylidae",,"salt-water crocodile","OS","Other specially protected"
"Goodenia maretensis","https://id.biodiversity.org.au/taxon/apni/51287269","Goodenia maretensis","Goodeniaceae",,,"P1","Priority 1: Poorly-known species"
"Banksia meisneri subsp. ascendens","https://id.biodiversity.org.au/node/apni/2900074","Banksia meisneri subsp. ascendens","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Stenanthemum limitatum","https://id.biodiversity.org.au/node/apni/2907192","Stenanthemum limitatum","Rhamnaceae",,,"P2","Priority 2: Poorly-known species"
"Kunzea eriocalyx","https://id.biodiversity.org.au/node/apni/2899197","Kunzea eriocalyx","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Lagorchestes conspicillatus leichardti","urn:lsid:biodiversity.org.au:afd.taxon:ec8af66f-25a4-4cc9-96ef-7bf90c48c83f","Lagorchestes conspicillatus leichardti","Macropodidae",,"spectacled hare-wallaby (mainland)","P3","Priority 3: Poorly-known species"
"Beyeria villosa","https://id.biodiversity.org.au/node/apni/2912386","Beyeria villosa","Euphorbiaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Damochlora millepunctata","urn:lsid:biodiversity.org.au:afd.taxon:942b647d-0f54-4b94-9690-814ae1d7f1d4","Damochlora millepunctata","Camaenidae",,"a camaenid land snail","P1","Priority 1: Poorly-known species"
"Grevillea marriottii","https://id.biodiversity.org.au/node/apni/2892915","Grevillea marriottii","Proteaceae",,,"P1","Priority 1: Poorly-known species"
"Leucopogon sp. Flynn (F. Hort, J. Hort & A. Lowrie 859)","https://id.biodiversity.org.au/node/apni/2902087","Leucopogon sp. Flynn (F.Hort, J.Hort & A.Lowrie 859)","Ericaceae",,,"CR","Critically endangered"
"Centrolepis cephaloformis subsp. murrayi","https://id.biodiversity.org.au/node/apni/2900269","Centrolepis cephaloformis subsp. murrayi","Centrolepidaceae",,,"P3","Priority 3: Poorly-known species"
"Eutaxia andocada","https://id.biodiversity.org.au/node/apni/2916543","Eutaxia andocada","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Trithuria occidentalis","https://id.biodiversity.org.au/node/apni/2919853","Trithuria occidentalis","Hydatellaceae",,,"CR","Critically endangered"
"Solanum oligandrum","https://id.biodiversity.org.au/node/apni/2906049","Solanum oligandrum","Solanaceae",,,"P3","Priority 3: Poorly-known species"
"Eucalyptus macrocarpa x pyriformis","ALA_Eucalyptus_macrocarpa_x_pyriformis","Eucalyptus macrocarpa x pyriformis",,,,"P3","Priority 3: Poorly-known species"
"Brachychiton tuberculatus","https://id.biodiversity.org.au/node/apni/2904757","Brachychiton tuberculatus","Malvaceae",,,"P3","Priority 3: Poorly-known species"
"Microcorys cephalantha","https://id.biodiversity.org.au/node/apni/2899964","Microcorys cephalantha","Lamiaceae",,,"P3","Priority 3: Poorly-known species"
