"Supplied Name","guid","scientificName","family","kingdom","vernacular name","status code","status"
"Glycine lactovirens","https://id.biodiversity.org.au/node/apni/2910461","Glycine lactovirens","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Micromyrtus mucronulata","https://id.biodiversity.org.au/node/apni/2911205","Micromyrtus mucronulata","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Grevillea brachystylis subsp. australis","https://id.biodiversity.org.au/node/apni/2892639","Grevillea brachystylis subsp. australis","Proteaceae",,,"EN","Endangered"
"Peripleura spechtii var. kimberleyensis","https://id.biodiversity.org.au/node/apni/2899396","Vittadinia spechtii var. kimberleyensis","Asteraceae",,,"P2","Priority 2: Poorly-known species"
"Halgania sp. Peak Eleanora (M.A. Burgman 3547 B)","https://id.biodiversity.org.au/node/apni/2917255","Halgania sp. Peak Eleanora (M.A.Burgman 3547 B)","Boraginaceae",,,"P2","Priority 2: Poorly-known species"
"Baeckea sp. Beringbooding (A.R. Main 11/9/1957)","https://id.biodiversity.org.au/node/apni/2903644","Baeckea sp. Beringbooding (A.R.Main 11/9/1957)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Nymphoides walshiae","https://id.biodiversity.org.au/taxon/apni/51288669","Nymphoides walshiae","Menyanthaceae",,,"P1","Priority 1: Poorly-known species"
"Typhonium nudibaccatum","https://id.biodiversity.org.au/node/apni/2890791","Typhonium nudibaccatum","Araceae",,,"P1","Priority 1: Poorly-known species"
"Aprasia haroldi","urn:lsid:biodiversity.org.au:afd.taxon:27805660-8b10-4eae-9ceb-35e909bcd94b","Aprasia haroldi","Pygopodidae",,"Shark Bay worm-lizard ","P1","Priority 1: Poorly-known species"
"Fimbristylis dictyocolea","https://id.biodiversity.org.au/node/apni/2895203","Fimbristylis dictyocolea","Cyperaceae",,,"P1","Priority 1: Poorly-known species"
"Thryptomene hubbardii","https://id.biodiversity.org.au/taxon/apni/51290346","Thryptomene hubbardii","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Eremophila veneta","https://id.biodiversity.org.au/node/apni/2909900","Eremophila veneta","Scrophulariaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Nymphoides astoniae","https://id.biodiversity.org.au/taxon/apni/51288667","Nymphoides astoniae","Menyanthaceae",,,"P1","Priority 1: Poorly-known species"
"Grevillea amplexans subsp. adpressa","https://id.biodiversity.org.au/node/apni/2895415","Grevillea amplexans subsp. adpressa","Proteaceae",,,"P1","Priority 1: Poorly-known species"
"Chorizema humile","https://id.biodiversity.org.au/node/apni/2898307","Chorizema humile","Fabaceae",,,"CR","Critically endangered"
"Chordifex abortivus","https://id.biodiversity.org.au/node/apni/2904815","Chordifex abortivus","Restionaceae",,,"VU","Vulnerable"
"Pachysaga munggai","urn:lsid:biodiversity.org.au:afd.taxon:883a7767-c6b9-46e7-aeb3-743d4fa74b3d","Pachysaga munggai","Tettigoniidae",,"a cricket","P3","Priority 3: Poorly-known species"
"Chordifex jacksonii","https://id.biodiversity.org.au/node/apni/2893664","Chordifex jacksonii","Restionaceae",,,"P3","Priority 3: Poorly-known species"
"Goodenia gloeophylla","https://id.biodiversity.org.au/node/apni/2921303","Goodenia gloeophylla","Goodeniaceae",,,"P2","Priority 2: Poorly-known species"
"Hypocalymma puniceum subsp. Cadoux (H. Demarz 10533)","https://id.biodiversity.org.au/node/apni/2893601","Hypocalymma puniceum subsp. Cadoux (H.Demarz 10533)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Acacia lasiocarpa var. lasiocarpa Cockleshell Gully variant (E.A. Griffin 2039)","https://id.biodiversity.org.au/node/apni/2901806","Acacia lasiocarpa var. lasiocarpa","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Eucalyptus crucis subsp. crucis","https://id.biodiversity.org.au/node/apni/2899782","Eucalyptus crucis subsp. crucis","Myrtaceae",,,"EN","Endangered"
"Stylidium choreanthum","https://id.biodiversity.org.au/node/apni/2908204","Stylidium choreanthum","Stylidiaceae",,,"P3","Priority 3: Poorly-known species"
"Anigozanthos bicolor subsp. exstans","https://id.biodiversity.org.au/node/apni/2886362","Anigozanthos bicolor subsp. exstans","Haemodoraceae",,,"P3","Priority 3: Poorly-known species"
"Acacia hystrix subsp. continua","https://id.biodiversity.org.au/node/apni/2887696","Acacia hystrix subsp. continua","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Hibbertia fitzgeraldensis","https://id.biodiversity.org.au/node/apni/2913844","Hibbertia fitzgeraldensis","Dilleniaceae",,,"P3","Priority 3: Poorly-known species"
"Angianthus uniflorus","https://id.biodiversity.org.au/node/apni/2896333","Angianthus uniflorus","Asteraceae",,,"P1","Priority 1: Poorly-known species"
"Goodenia sericostachya","https://id.biodiversity.org.au/node/apni/2904089","Goodenia sericostachya","Goodeniaceae",,,"P3","Priority 3: Poorly-known species"
"Conostylis bracteata","https://id.biodiversity.org.au/node/apni/2897215","Conostylis bracteata","Haemodoraceae",,,"P3","Priority 3: Poorly-known species"
"Asterolasia pallida subsp. hyalina","https://id.biodiversity.org.au/node/apni/2901411","Asterolasia pallida subsp. hyalina","Rutaceae",,,"P2","Priority 2: Poorly-known species"
"Allocasuarina tortiramula","https://id.biodiversity.org.au/node/apni/2897796","Allocasuarina tortiramula","Casuarinaceae",,,"VU","Vulnerable"
"Gompholobium roseum","https://id.biodiversity.org.au/node/apni/2893108","Gompholobium roseum","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Grevillea neodissecta","https://id.biodiversity.org.au/taxon/apni/51293391","Grevillea neodissecta","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Phoebetria fusca","urn:lsid:biodiversity.org.au:afd.taxon:24ee7add-91a1-498d-8090-bebe913a7969","Phoebetria fusca","Diomedeidae",,"sooty albatross","EN & IA","Endangered and Migratory birds protected under international agreement"
"Banksia erythrocephala var. inopinata","https://id.biodiversity.org.au/node/apni/2909149","Banksia erythrocephala var. inopinata","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Goodenia jaurdiensis","https://id.biodiversity.org.au/node/apni/2919420","Goodenia jaurdiensis","Goodeniaceae",,,"P2","Priority 2: Poorly-known species"
"Persoonia rudis","https://id.biodiversity.org.au/node/apni/2915136","Persoonia rudis","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Acacia filifolia","https://id.biodiversity.org.au/node/apni/2898502","Acacia filifolia","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Cyathostemon gracilis","https://id.biodiversity.org.au/taxon/apni/51289593","Cyathostemon gracilis","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Cyphanthera odgersii subsp. occidentalis","https://id.biodiversity.org.au/node/apni/2897044","Cyphanthera odgersii subsp. occidentalis","Solanaceae",,,"CR","Critically endangered"
"Viscum whitei subsp. flexicaule","https://id.biodiversity.org.au/node/apni/2920040","Viscum whitei subsp. flexicaule","Santalaceae",,,"P2","Priority 2: Poorly-known species"
"Leucopogon subsejunctus","https://id.biodiversity.org.au/taxon/apni/51283988","Leucopogon subsejunctus","Ericaceae",,,"P2","Priority 2: Poorly-known species"
"Chordifex ornatus","https://id.biodiversity.org.au/node/apni/2893186","Chordifex ornatus","Restionaceae",,,"P2","Priority 2: Poorly-known species"
"Acanthophis antarcticus","urn:lsid:biodiversity.org.au:afd.taxon:f2657cf8-a579-4e2c-8584-5a3e5deebec8","Acanthophis antarcticus","Elapidae",,"southern death adder","P3","Priority 3: Poorly-known species"
"Thysanotus lavanduliflorus","https://id.biodiversity.org.au/node/apni/2903812","Thysanotus lavanduliflorus","Asparagaceae",,,"P1","Priority 1: Poorly-known species"
"Chamelaucium sp. Mukinbudin (M. Squire 007)","https://id.biodiversity.org.au/node/apni/2920545","Chamelaucium sp. Mukinbudin (M.Squire 007)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Erythrura gouldiae","urn:lsid:biodiversity.org.au:afd.taxon:21dc0ca1-1639-496b-ba41-e2903491b666","Erythrura (Chloebia) gouldiae","Estrildidae",,"Gouldian finch","P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Darwinia divisa","https://id.biodiversity.org.au/node/apni/2913093","Darwinia divisa","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Darwinia terricola","https://id.biodiversity.org.au/node/apni/2891999","Darwinia terricola","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Acacia brachyphylla var. recurvata","https://id.biodiversity.org.au/node/apni/2919923","Acacia brachyphylla var. recurvata","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Nymphoides beaglensis","https://id.biodiversity.org.au/node/apni/2897880","Nymphoides beaglensis","Menyanthaceae",,,"P3","Priority 3: Poorly-known species"
"Austrostipa jacobsiana","https://id.biodiversity.org.au/node/apni/2898511","Austrostipa jacobsiana","Poaceae",,,"CR","Critically endangered"
"Gastrolobium acrocaroli","https://id.biodiversity.org.au/node/apni/2904496","Gastrolobium acrocaroli","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Fimbristylis laxiglumis","https://id.biodiversity.org.au/node/apni/2906123","Fimbristylis laxiglumis","Cyperaceae",,,"P2","Priority 2: Poorly-known species"
"Gallinago hardwickii","urn:lsid:biodiversity.org.au:afd.taxon:6e718a65-6fec-44ec-a09a-ab2a0f2d464b","Gallinago (Gallinago) hardwickii","Scolopacidae",,"Latham's snipe, Japanese snipe","IA","Migratory birds protected under international agreement"
"Lepidium pseudotasmanicum","https://id.biodiversity.org.au/node/apni/2911268","Lepidium pseudotasmanicum","Brassicaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Baudinella baudinensis","urn:lsid:biodiversity.org.au:afd.taxon:ef37ccbd-29ba-4ca0-89d9-e1fcbdc281ab","Baudinella baudinensis","Camaenidae",,"a camaenid land snail","P3","Priority 3: Poorly-known species"
"Acacia aphanoclada","https://id.biodiversity.org.au/node/apni/2894299","Acacia aphanoclada","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Eucalyptus arachnaea subsp. arrecta","https://id.biodiversity.org.au/node/apni/2886523","Eucalyptus arachnaea subsp. arrecta","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Stylidium asteroideum","https://id.biodiversity.org.au/node/apni/2896477","Stylidium asteroideum","Stylidiaceae",,,"P3","Priority 3: Poorly-known species"
"Conospermum eatoniae","https://id.biodiversity.org.au/node/apni/2920866","Conospermum eatoniae","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Acacia lapidosa","https://id.biodiversity.org.au/taxon/apni/51285922","Acacia lapidosa","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Cryptandra pendula","https://id.biodiversity.org.au/node/apni/2913659","Cryptandra pendula","Rhamnaceae",,,"P1","Priority 1: Poorly-known species"
"Bossiaea concinna","https://id.biodiversity.org.au/node/apni/2904003","Bossiaea concinna","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Eucalyptus sinuosa","https://id.biodiversity.org.au/taxon/apni/51302300","Eucalyptus sinuosa","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Melaleuca nanophylla","https://id.biodiversity.org.au/node/apni/2920848","Melaleuca nanophylla","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Astus duomilia","https://id.biodiversity.org.au/node/apni/2896702","Astus duomilia","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Dampiera scaevolina","https://id.biodiversity.org.au/node/apni/2894721","Dampiera scaevolina","Goodeniaceae",,,"P1","Priority 1: Poorly-known species"
"Leporillus conditor","urn:lsid:biodiversity.org.au:afd.taxon:5ebc59f2-02c2-41b2-918b-fcc7aa9ddaae","Leporillus conditor","Muridae",,"greater stick-nest rat, wopilkara","CD","Conservation dependant"
"Marsdenia hemiptera","https://id.biodiversity.org.au/node/apni/2911885","Marsdenia hemiptera","Apocynaceae",,,"P1","Priority 1: Poorly-known species"
"Ningbingia laurina","urn:lsid:biodiversity.org.au:afd.taxon:a98540bd-a3b4-415b-b2a1-3dbf86061216","Ningbingia laurina","Camaenidae",,"a camaenid land snail","CR","Critically endangered"
"Acacia depressa","https://id.biodiversity.org.au/node/apni/2892108","Acacia depressa","Fabaceae",,,"EN","Endangered"
"Goodenia lyrata","https://id.biodiversity.org.au/node/apni/2920659","Goodenia lyrata","Goodeniaceae",,,"P3","Priority 3: Poorly-known species"
"Xanthoparmelia dayiana","https://id.biodiversity.org.au/name/apni/164229","Xanthoparmelia dayiana","Parmeliaceae",,,"P3","Priority 3: Poorly-known species"
"Vittadinia cervicularis var. occidentalis","https://id.biodiversity.org.au/node/apni/2896774","Vittadinia cervicularis var. occidentalis","Asteraceae",,,"P1","Priority 1: Poorly-known species"
"Darwinia hortiorum","https://id.biodiversity.org.au/node/apni/2909088","Darwinia hortiorum","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Jacksonia anthoclada","https://id.biodiversity.org.au/node/apni/2895111","Jacksonia anthoclada","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Eucalyptus ligulata subsp. stirlingica","https://id.biodiversity.org.au/node/apni/2911344","Eucalyptus ligulata subsp. stirlingica","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Tricostularia sp. Lake King (A.M. Coates 2298)","https://id.biodiversity.org.au/taxon/apni/51283219","Tricostularia sp. Lake King (A.M.Coates 2298)","Cyperaceae",,,"P2","Priority 2: Poorly-known species"
"Micraira brevis subsp. brevis","ALA_Micraira_brevis_subsp_brevis","Micraira brevis subsp. brevis",,,,"P3","Priority 3: Poorly-known species"
"Pimelea ciliata subsp. longituba","https://id.biodiversity.org.au/node/apni/2912365","Pimelea ciliata subsp. longituba","Thymelaeaceae",,,"P3","Priority 3: Poorly-known species"
"Thomasia tenuivestita","https://id.biodiversity.org.au/node/apni/2899834","Thomasia tenuivestita","Malvaceae",,,"P3","Priority 3: Poorly-known species"
"Gastrolobium tomentosum","https://id.biodiversity.org.au/node/apni/2902231","Gastrolobium tomentosum","Fabaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Ficus lilliputiana","https://id.biodiversity.org.au/node/apni/2896846","Ficus lilliputiana","Moraceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Lechenaultia magnifica","https://id.biodiversity.org.au/node/apni/2887368","Lechenaultia magnifica","Goodeniaceae",,,"P1","Priority 1: Poorly-known species"
"Eremophila gracillima","https://id.biodiversity.org.au/node/apni/2894497","Eremophila gracillima","Scrophulariaceae",,,"P3","Priority 3: Poorly-known species"
"Falsistrellus mackenziei","urn:lsid:biodiversity.org.au:afd.taxon:28e32db7-9b48-4247-bbc6-c41878ad4f61","Falsistrellus mackenziei","Vespertilionidae",,"western false pipistrelle","P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Leucopogon sp. Israelite Bay (G.F. Craig 2558)","https://id.biodiversity.org.au/node/apni/2896760","Leucopogon sp. Israelite Bay (G.F.Craig 2558)","Ericaceae",,,"P2","Priority 2: Poorly-known species"
"Caladenia abbreviata","https://id.biodiversity.org.au/name/apni/138770","Caladenia abbreviata","Orchidaceae",,,"P3","Priority 3: Poorly-known species"
"Acacia nitidula","https://id.biodiversity.org.au/node/apni/2896280","Acacia nitidula","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Darwinia oxylepis","https://id.biodiversity.org.au/taxon/apni/51289614","Darwinia oxylepis","Myrtaceae",,,"EN","Endangered"
"Grevillea sp. Koolyanobbing (W.P. Muir WPM 3344)","https://id.biodiversity.org.au/taxon/apni/51293409","Grevillea sp. Koolyanobbing (W.P.Muir WPM 3344)","Proteaceae",,,"P1","Priority 1: Poorly-known species"
"Geleznowia sp. Red Bluff (A. Crawford ADC 597)","https://id.biodiversity.org.au/node/apni/2895971","Geleznowia sp. Red Bluff (A.Crawford ADC 597)","Rutaceae",,,"P2","Priority 2: Poorly-known species"
"Daviesia crassa","https://id.biodiversity.org.au/node/apni/2913578","Daviesia crassa","Fabaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Rhadinothamnus rudis subsp. linearis","https://id.biodiversity.org.au/node/apni/2913085","Rhadinothamnus rudis subsp. linearis","Rutaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Tetratheca retrorsa","https://id.biodiversity.org.au/node/apni/2900800","Tetratheca retrorsa","Elaeocarpaceae",,,"P3","Priority 3: Poorly-known species"
"Lasiopetalum adenotrichum","https://id.biodiversity.org.au/taxon/apni/51288513","Lasiopetalum adenotrichum","Malvaceae",,,"P2","Priority 2: Poorly-known species"
"Sida sp. Hamersley Range (K. Newbey 10692)","https://id.biodiversity.org.au/node/apni/7509419","Sida sp. Hamersley Range (K.Newbey 10692)","Malvaceae",,,"P1","Priority 1: Poorly-known species"
"Poranthera coerulea","https://id.biodiversity.org.au/node/apni/2920803","Poranthera coerulea","Phyllanthaceae",,,"P1","Priority 1: Poorly-known species"
"Hemigenia curvifolia","https://id.biodiversity.org.au/node/apni/2898135","Hemigenia curvifolia","Lamiaceae",,,"P2","Priority 2: Poorly-known species"
"Eucalyptus brandiana","https://id.biodiversity.org.au/node/apni/2915227","Eucalyptus brandiana","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Eucalyptus deflexa","https://id.biodiversity.org.au/node/apni/2890190","Eucalyptus deflexa","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Hibbertia graniticola","https://id.biodiversity.org.au/node/apni/2908468","Hibbertia graniticola","Dilleniaceae",,,"P3","Priority 3: Poorly-known species"
