"Supplied Name","guid","scientificName","family","kingdom","Taxon Id","Kingdom2","Class","Family2","scientificNameAuthorship","vernacular name"
"Corunastylis sagittifera","https://id.biodiversity.org.au/name/apni/169896","Corunastylis sagittifera","Orchidaceae",,"27544","plants","Equisetopsida","Orchidaceae","(Rupp) D.L.Jones & M.A.Clem.",
"Pholidota imbricata","https://id.biodiversity.org.au/name/apni/84404","Pholidota imbricata","Orchidaceae",,"12725","plants","Equisetopsida","Orchidaceae","Hook.",
"Macrozamia cranei","https://id.biodiversity.org.au/node/apni/2892095","Macrozamia cranei","Zamiaceae",,"6478","plants","Equisetopsida","Zamiaceae","D.L.Jones & P.I.Forst.",
"Habenaria millari","https://id.biodiversity.org.au/name/apni/106479","Habenaria millari","Orchidaceae",,"39921","plants","Equisetopsida","Orchidaceae",,
"Sarcochilus minutiflos","https://id.biodiversity.org.au/name/apni/63202","Sarcochilus minutiflos","Orchidaceae",,"8181","plants","Equisetopsida","Orchidaceae","F.M.Bailey","white bells"
"Calochilus metallicus","https://id.biodiversity.org.au/name/apni/189018","Calochilus metallicus","Orchidaceae",,"30803","plants","Equisetopsida","Orchidaceae","D.L.Jones",
"Emydura macquarii emmotti","urn:lsid:biodiversity.org.au:afd.taxon:d4631294-b771-45c1-85fd-ad65ebce8428","Emydura macquarii emmotti","Chelidae",,"27777","animals","reptiles","Chelidae","Cann, McCord & Joseph-Ouni, 2003","Emmott's short-neck turtle"
"Cestichis coelogynoides","https://id.biodiversity.org.au/name/apni/196163","Cestichis coelogynoides","Orchidaceae",,"36432","plants","Equisetopsida","Orchidaceae","(F.Muell.) M.A.Clem. & D.L.Jones",
"Dendrobium lineale","ALA_Dendrobium_lineale","Dendrobium lineale",,,"37194","plants","Equisetopsida","Orchidaceae","Rolfe",
"Pterostylis hispidula","https://id.biodiversity.org.au/name/apni/74840","Pterostylis hispidula","Orchidaceae",,"8179","plants","Equisetopsida","Orchidaceae","Fitzg.",
"Oberonia crateriformis","https://id.biodiversity.org.au/name/apni/206423","Oberonia crateriformis","Orchidaceae",,"36250","plants","Equisetopsida","Orchidaceae","D.L.Jones & M.A.Clem.",
"Nervilia","https://id.biodiversity.org.au/node/apni/2892138","Nervilia","Orchidaceae",,"19406","plants","Equisetopsida","Orchidaceae",,
"Macrozamia fearnsidei x Macrozamia moorei","ALA_Macrozamia_fearnsidei_x_Macrozamia_moorei","Macrozamia fearnsidei x Macrozamia moorei",,,"5850","plants","Equisetopsida","Zamiaceae",,
"Arthrochilus oreophilus","https://id.biodiversity.org.au/name/apni/117335","Arthrochilus oreophilus","Orchidaceae",,"7932","plants","Equisetopsida","Orchidaceae","D.L.Jones",
"Luisia atacta","https://id.biodiversity.org.au/name/apni/197366","Luisia atacta","Orchidaceae",,"36064","plants","Equisetopsida","Orchidaceae","D.L.Jones",
"Rhynchophreatia","ALA_Rhynchophreatia","Rhynchophreatia",,,"21410","plants","Equisetopsida","Orchidaceae",,
"Macrozamia macleayi - Macrozamia mountperriensis","ALA_Macrozamia_macleayi_Macrozamia_mountperriensis","Macrozamia macleayi - Macrozamia mountperriensis",,,"34393","plants","Equisetopsida","Zamiaceae",,
"Calamus warburgii","https://id.biodiversity.org.au/node/apni/2888238","Calamus warburgii","Arecaceae",,"12823","plants","Equisetopsida","Arecaceae","K.Schum.",
"Diplazium pallidum","https://id.biodiversity.org.au/node/apni/2887112","Diplazium pallidum","Woodsiaceae",,"12083","plants","Equisetopsida","Athyriaceae","(Blume) T.Moore",
"Phaius bernaysii","https://id.biodiversity.org.au/node/apni/2918618","Phaius bernaysii","Orchidaceae",,"12723","plants","Equisetopsida","Orchidaceae","Rowland ex Rchb.f.","yellow swamp orchid"
"Thrixspermum","https://id.biodiversity.org.au/node/apni/2920435","Thrixspermum","Orchidaceae",,"21627","plants","Equisetopsida","Orchidaceae",,
"Elusor macrurus","urn:lsid:biodiversity.org.au:afd.taxon:d315deea-822c-4f2c-b439-da33d6af5fd6","Elusor macrurus","Chelidae",,"56","animals","reptiles","Chelidae","Cann & Legler, 1994","Mary River turtle"
"Phlegmariurus tetrastichoides","https://id.biodiversity.org.au/node/apni/7498903","Phlegmariurus tetrastichoides","Lycopodiaceae",,"34772","plants","Equisetopsida","Lycopodiaceae","(A.R.Field & Bostock) A.R.Field & Bostock",
"Pterostylis sp. (Gundiah W.W.Abell AQ72188)","https://id.biodiversity.org.au/name/apni/232216","Pterostylis sp. Gundiah (W.W.Abell AQ72188)","Orchidaceae",,"6689","plants","Equisetopsida","Orchidaceae",,
"Cryptostylis subulata","https://id.biodiversity.org.au/name/apni/89052","Cryptostylis subulata","Orchidaceae",,"13278","plants","Equisetopsida","Orchidaceae","(Labill.) Rchb.f.","large tounge orchid"
"Anoectochilus","https://id.biodiversity.org.au/node/apni/2918392","Anoectochilus","Orchidaceae",,"20170","plants","Equisetopsida","Orchidaceae",,
"Dockrillia schoenina","https://id.biodiversity.org.au/name/apni/147294","Dockrillia schoenina","Orchidaceae",,"5803","plants","Equisetopsida","Orchidaceae","(Lindl.) M.A.Clem. & D.L.Jones","pencil orchid"
"Phlegmariurus lockyeri","https://id.biodiversity.org.au/node/apni/2903009","Phlegmariurus lockyeri","Lycopodiaceae",,"34766","plants","Equisetopsida","Lycopodiaceae","(D.L.Jones & B.Gray) A.R.Field & Bostock",
"Hetaeria oblongifolia","https://id.biodiversity.org.au/name/apni/124096","Hetaeria oblongifolia","Orchidaceae",,"12819","plants","Equisetopsida","Orchidaceae","Blume",
"Eria inornata","https://id.biodiversity.org.au/name/apni/91321","Eria inornata","Orchidaceae",,"39924","plants","Equisetopsida","Orchidaceae",,
"Sarcochilus spathulatus","https://id.biodiversity.org.au/name/apni/63526","Sarcochilus spathulatus","Orchidaceae",,"8223","plants","Equisetopsida","Orchidaceae","R.S.Rogers",
"Saccolabiopsis armitii","https://id.biodiversity.org.au/name/apni/102541","Saccolabiopsis armitii","Orchidaceae",,"12707","plants","Equisetopsida","Orchidaceae","(F.Muell.) Dockrill",
"Crepidium fimbriatum","https://id.biodiversity.org.au/name/apni/188943","Crepidium fimbriatum","Orchidaceae",,"5793","plants","Equisetopsida","Orchidaceae","(Lavarack) Szlach.",
"Lastreopsis grayi","https://id.biodiversity.org.au/node/apni/2899058","Lastreopsis grayi","Dryopteridaceae",,"13854","plants","Equisetopsida","Dryopteridaceae","D.L.Jones",
"Dendrobium finniganense","https://id.biodiversity.org.au/name/apni/132655","Dendrobium finniganense","Orchidaceae",,"7938","plants","Equisetopsida","Orchidaceae","D.L.Jones",
"Lycopodiella limosa","https://id.biodiversity.org.au/node/apni/2905709","Lycopodiella limosa","Lycopodiaceae",,"8933","plants","Equisetopsida","Lycopodiaceae","Chinnock",
"Pterostylis curta","https://id.biodiversity.org.au/name/apni/74419","Pterostylis curta","Orchidaceae",,"12701","plants","Equisetopsida","Orchidaceae","R.Br.","blunt greenhood"
"Oncidium euxanthinum","ALA_Oncidium_euxanthinum","Oncidium euxanthinum",,,"37727","plants","Equisetopsida","Orchidaceae",,
"Litoria andiirrmalin","urn:lsid:biodiversity.org.au:afd.taxon:c1481ba8-e1d9-42ce-ad92-e17f9231f210","Litoria andiirrmalin","Hylidae",,"18173","animals","amphibians","Hylidae","McDonald, 1997","Melville Range treefrog"
"Empusa habenarina","https://id.biodiversity.org.au/name/apni/189048","Empusa habenarina","Orchidaceae",,"30801","plants","Equisetopsida","Orchidaceae","(F.Muell.) M.A.Clem. & D.L.Jones",
"Bulbophyllum longiflorum","https://id.biodiversity.org.au/node/apni/2895841","Bulbophyllum longiflorum","Orchidaceae",,"12872","plants","Equisetopsida","Orchidaceae","Thouars",
"Cheirostylis","https://id.biodiversity.org.au/node/apni/2920704","Cheirostylis","Orchidaceae",,"20426","plants","Equisetopsida","Orchidaceae",,
"Dendrobium speciosum var. capricornicum","https://id.biodiversity.org.au/name/apni/248526","Dendrobium speciosum subsp. capricornicum","Orchidaceae",,"40380","plants","Equisetopsida","Orchidaceae",,
"Cryptostylis leptochila","https://id.biodiversity.org.au/name/apni/89013","Cryptostylis leptochila","Orchidaceae",,"9617","plants","Equisetopsida","Orchidaceae","F.Muell. ex Benth.","small tongue orchid"
"Aphyllorchis queenslandica","https://id.biodiversity.org.au/name/apni/97196","Aphyllorchis queenslandica","Orchidaceae",,"12863","plants","Equisetopsida","Orchidaceae","Dockrill",
"Dockrillia","https://id.biodiversity.org.au/taxon/apni/51316841","Dockrillia","Orchidaceae",,"20626","plants","Equisetopsida","Orchidaceae",,
"Corunastylis sp. (Fraser Island NP R.Crane 2063)","ALA_Corunastylis_sp_Fraser_Island_NP_R_Crane_2063","Corunastylis sp. (Fraser Island NP R.Crane 2063)",,,"36585","plants","Equisetopsida","Orchidaceae",,
"Schoenorchis micrantha","https://id.biodiversity.org.au/name/apni/108495","Schoenorchis micrantha","Orchidaceae",,"8463","plants","Equisetopsida","Orchidaceae","Reinw. ex Blume",
"Selenocosmia crassipes","ALA_Selenocosmia_crassipes","Selenocosmia crassipes","Theraphosidae",,"29180","animals","arachnids","Theraphosidae","(Koch, 1874)",
"Aponogeton prolifer","https://id.biodiversity.org.au/node/apni/2906136","Aponogeton prolifer","Aponogetonaceae",,"21900","plants","Equisetopsida","Aponogetonaceae","Hellq. & S.W.L.Jacobs",
"Dipodium",,,,,"12792","plants","Equisetopsida","Orchidaceae",,
"Dockrillia sulphurea","https://id.biodiversity.org.au/taxon/apni/51316845","Dockrillia sulphurea","Orchidaceae",,"35702","plants","Equisetopsida","Orchidaceae","D.L.Jones & M.A.Clem.",
"Rhinerrhiza divitiflora","https://id.biodiversity.org.au/name/apni/68033","Rhinerrhiza divitiflora","Orchidaceae",,"12705","plants","Equisetopsida","Orchidaceae","(F.Muell. ex Benth.) Rupp",
"Karma tryoni","ALA_Karma_tryoni","Karma tryoni","Scincidae",,"18839","animals","reptiles","Scincidae","(Longman, 1918)","Tryon's skink"
"Erythrorchis","https://id.biodiversity.org.au/node/apni/2913687","Erythrorchis","Orchidaceae",,"20698","plants","Equisetopsida","Orchidaceae",,
"Prasophyllum","https://id.biodiversity.org.au/taxon/apni/51290624","Prasophyllum","Orchidaceae",,"12688","plants","Equisetopsida","Orchidaceae",,
"Dendrobium schneiderae var. majus","https://id.biodiversity.org.au/name/apni/86353","Dendrobium schneiderae var. majus","Orchidaceae",,"7930","plants","Equisetopsida","Orchidaceae","Rupp",
"Bowenia spectabilis","https://id.biodiversity.org.au/node/apni/2912787","Bowenia spectabilis","Zamiaceae",,"17846","plants","Equisetopsida","Zamiaceae","Hook. ex Hook.f.",
"Pterostylis fischii","https://id.biodiversity.org.au/name/apni/74594","Pterostylis fischii","Orchidaceae",,"8892","plants","Equisetopsida","Orchidaceae","Nicholls",
"Danhatchia australis","https://id.biodiversity.org.au/name/apni/233877","Danhatchia australis","Orchidaceae",,"36407","plants","Equisetopsida","Orchidaceae","(Hatch) Garay & Christenson",
"Sarcochilus parviflorus","https://id.biodiversity.org.au/name/apni/63362","Sarcochilus parviflorus","Orchidaceae",,"35904","plants","Equisetopsida","Orchidaceae","Lindl.",
"Vrydagzynea grayi","https://id.biodiversity.org.au/node/apni/2914097","Vrydagzynea grayi","Orchidaceae",,"30794","plants","Equisetopsida","Orchidaceae","D.L.Jones & M.A.Clem.",
"Livistona concinna","https://id.biodiversity.org.au/node/apni/2891205","Livistona concinna","Arecaceae",,"26863","plants","Equisetopsida","Arecaceae","Dowe & Barfod",
"Asplenium unilaterale","https://id.biodiversity.org.au/taxon/apni/51267149","Asplenium unilaterale","Aspleniaceae",,"8978","plants","Equisetopsida","Aspleniaceae","Lam.",
"Calyptotis thorntonensis","urn:lsid:biodiversity.org.au:afd.taxon:f6b2966b-d96b-4361-b8f5-f5b4da48a392","Calyptotis thorntonensis","Scincidae",,"315","animals","reptiles","Scincidae","Greer, 1983","Thornton Peak calyptotis"
"Caladenia carnea","https://id.biodiversity.org.au/node/apni/2894779","Caladenia carnea","Orchidaceae",,"13444","plants","Equisetopsida","Orchidaceae","R.Br.",
"Dendrobium x ruppiosum","https://id.biodiversity.org.au/name/apni/118529","Dendrobium x ruppiosum","Orchidaceae",,"9065","plants","Equisetopsida","Orchidaceae","Clemesha",
"Hydnophytum ferrugineum","https://id.biodiversity.org.au/node/apni/2898233","Hydnophytum ferrugineum","Rubiaceae",,"27448","plants","Equisetopsida","Rubiaceae","P.I.Forst.",
"Dendrobium adae","https://id.biodiversity.org.au/name/apni/84843","Dendrobium adae","Orchidaceae",,"17448","plants","Equisetopsida","Orchidaceae","F.M.Bailey",
"Bulbophyllum whitei","https://id.biodiversity.org.au/name/apni/69803","Bulbophyllum whitei","Orchidaceae",,"34198","plants","Equisetopsida","Orchidaceae","T.E.Hunt & Rupp",
"Diuris curta","https://id.biodiversity.org.au/name/apni/206476","Diuris curta","Orchidaceae",,"34632","plants","Equisetopsida","Orchidaceae","D.L.Jones",
"Macrozamia lucida x Macrozamia macleayi","ALA_Macrozamia_lucida_x_Macrozamia_macleayi","Macrozamia lucida x Macrozamia macleayi",,,"32994","plants","Equisetopsida","Zamiaceae",,
"Turnix olivii","urn:lsid:biodiversity.org.au:afd.taxon:66c9a287-d340-48d8-a2c3-d90985ed6b2d","Turnix (Austroturnix) olivii","Turnicidae",,"1093","animals","birds","Turnicidae","Robinson, 1900","buff-breasted button-quail"
"Calanthe masuca x Calanthe vestita","ALA_Calanthe_masuca_x_Calanthe_vestita","Calanthe masuca x Calanthe vestita",,,"36927","plants","Equisetopsida","Orchidaceae",,
"Dendrobium uniflos","https://id.biodiversity.org.au/name/apni/86841","Dendrobium uniflos","Orchidaceae",,"39952","plants","Equisetopsida","Orchidaceae",,
"Dendrobium x superbiens","https://id.biodiversity.org.au/node/apni/2889407","x Vappaculum x superbiens","Orchidaceae",,"9134","plants","Equisetopsida","Orchidaceae","Rchb.f.",
"Thrixspermum congestum","https://id.biodiversity.org.au/name/apni/76916","Thrixspermum congestum","Orchidaceae",,"22806","plants","Equisetopsida","Orchidaceae","(F.M.Bailey) Dockrill",
"Pterostylis setifera","https://id.biodiversity.org.au/name/apni/75779","Pterostylis setifera","Orchidaceae",,"8556","plants","Equisetopsida","Orchidaceae","M.A.Clem., Matthias & D.L.Jones",
"Aspidites ramsayi","urn:lsid:biodiversity.org.au:afd.taxon:7066fe38-8828-485b-b553-e4f97b2e4271","Aspidites ramsayi","Pythonidae",,"541","animals","reptiles","Boidae","(Macleay, 1882)","woma"
"Aponogeton elongatus","https://id.biodiversity.org.au/taxon/apni/51266799","Aponogeton elongatus","Aponogetonaceae",,"12437","plants","Equisetopsida","Aponogetonaceae","F.Muell. ex Benth.",
"Calochilus caeruleus","https://id.biodiversity.org.au/name/apni/98955","Calochilus caeruleus","Orchidaceae",,"8204","plants","Equisetopsida","Orchidaceae","L.O.Williams","blue beards"
"Lastreopsis silvestris","https://id.biodiversity.org.au/node/apni/2910249","Lastreopsis silvestris","Dryopteridaceae",,"13855","plants","Equisetopsida","Dryopteridaceae","D.A.Sm. ex Tindale",
"Bulbophyllum macphersonii","https://id.biodiversity.org.au/name/apni/69611","Bulbophyllum macphersonii","Orchidaceae",,"13488","plants","Equisetopsida","Orchidaceae","Rupp",
"Plexaure crassiuscula","https://id.biodiversity.org.au/name/apni/189055","Plexaure crassiuscula","Orchidaceae",,"30802","plants","Equisetopsida","Orchidaceae","(Nicholls) M.A.Clem. & D.L.Jones",
"Plectorrhiza brevilabris","https://id.biodiversity.org.au/name/apni/81708","Plectorrhiza brevilabris","Orchidaceae",,"12734","plants","Equisetopsida","Orchidaceae","(F.Muell.) Dockrill",
"Saccolabium virgatum","https://id.biodiversity.org.au/name/apni/102802","Saccolabium virgatum","Orchidaceae",,"39907","plants","Equisetopsida","Orchidaceae",,
"Glossodia minor","https://id.biodiversity.org.au/name/apni/95009","Glossodia minor","Orchidaceae",,"13203","plants","Equisetopsida","Orchidaceae","R.Br.","small wax lip orchid"
"Thelasis","https://id.biodiversity.org.au/node/apni/2894892","Thelasis","Orchidaceae",,"21620","plants","Equisetopsida","Orchidaceae",,
"Cestichis swenssonii","https://id.biodiversity.org.au/name/apni/196167","Cestichis swenssonii","Orchidaceae",,"36435","plants","Equisetopsida","Orchidaceae","(F.M.Bailey) M.A.Clem. & D.L.Jones",
"Pterostylis mystacina","https://id.biodiversity.org.au/name/apni/229395","Pterostylis mystacina","Orchidaceae",,"33979","plants","Equisetopsida","Orchidaceae","(D.L.Jones) Janes & Duretto",
"Phaius","https://id.biodiversity.org.au/node/apni/2900058","Phaius","Orchidaceae",,"21267","plants","Equisetopsida","Orchidaceae",,
"Orthoceras strictum","https://id.biodiversity.org.au/name/apni/56871","Orthoceras strictum","Orchidaceae",,"12790","plants","Equisetopsida","Orchidaceae","R.Br.","horned orchid"
"Hylacola pyrrhopygia","ALA_Hylacola_pyrrhopygia","Hylacola pyrrhopygia","Acanthizidae",,"1399","animals","birds","Acanthizidae","(Vigors & Horsfield, 1827)","chestnut-rumped heathwren"
"Spathoglottis papuana var. puberiflora","ALA_Spathoglottis_papuana_var_puberiflora","Spathoglottis papuana var. puberiflora",,,"38625","plants","Equisetopsida","Orchidaceae","R.S.Rogers & C.T.White",
"Pezoporus occidentalis","urn:lsid:biodiversity.org.au:afd.taxon:ea536e50-03cc-44d1-9f99-b11fd0c3a345","Pezoporus occidentalis","Psittacidae",,"1133","animals","birds","Psittacidae","Gould, 1861","night parrot"
"Glossodia","https://id.biodiversity.org.au/node/apni/2921168","Glossodia","Orchidaceae",,"20775","plants","Equisetopsida","Orchidaceae",,
"Cymbidium suave","https://id.biodiversity.org.au/name/apni/93482","Cymbidium suave","Orchidaceae",,"17506","plants","Equisetopsida","Orchidaceae","R.Br.",
"Diuris unica","https://id.biodiversity.org.au/name/apni/200027","Diuris unica","Orchidaceae",,"31906","plants","Equisetopsida","Orchidaceae","D.L.Jones",
"Gastrodia","https://id.biodiversity.org.au/node/apni/2892344","Gastrodia","Orchidaceae",,"20750","plants","Equisetopsida","Orchidaceae",,
"Grastidium tozerense","https://id.biodiversity.org.au/node/apni/2907082","Grastidium tozerense","Orchidaceae",,"5767","plants","Equisetopsida","Orchidaceae","(Lavarack) M.A.Clem. & D.L.Jones",
"Pterostylis","https://id.biodiversity.org.au/taxon/apni/51316868","Pterostylis","Orchidaceae",,"12704","plants","Equisetopsida","Orchidaceae",,
"Corybas cerasinus","https://id.biodiversity.org.au/name/apni/180395","Corybas cerasinus","Orchidaceae",,"26539","plants","Equisetopsida","Orchidaceae","D.L.Jones & B.Gray",
"Pterostylis caligna","https://id.biodiversity.org.au/name/apni/246793","Pterostylis caligna","Orchidaceae",,"35021","plants","Equisetopsida","Orchidaceae","M.T.Mathieson",
"Thelymitra longiloba","https://id.biodiversity.org.au/name/apni/162800","Thelymitra longiloba","Orchidaceae",,"25956","plants","Equisetopsida","Orchidaceae","D.L.Jones & M.A.Clem.",
"Bryobium queenslandicum","https://id.biodiversity.org.au/name/apni/176953","Bryobium queenslandicum","Orchidaceae",,"33434","plants","Equisetopsida","Orchidaceae","(T.E.Hunt) M.A.Clem. & D.L.Jones",
"Thrixspermum platystachys","https://id.biodiversity.org.au/name/apni/77106","Thrixspermum platystachys","Orchidaceae",,"12678","plants","Equisetopsida","Orchidaceae","(F.M.Bailey) Schltr.",
"Taeniophyllum confertum","https://id.biodiversity.org.au/name/apni/65973","Taeniophyllum confertum","Orchidaceae",,"8558","plants","Equisetopsida","Orchidaceae","B.Gray & D.L.Jones",
"Crepidium lawleri","https://id.biodiversity.org.au/node/apni/2910602","Crepidium lawleri","Orchidaceae",,"5794","plants","Equisetopsida","Orchidaceae","(Lavarack & B.Gray) Szlach.",
"Nepenthes rowaniae","https://id.biodiversity.org.au/node/apni/2914235","Nepenthes rowaniae","Nepenthaceae",,"35625","plants","Equisetopsida","Nepenthaceae","F.M.Bailey",
"Goodyera viridiflora","https://id.biodiversity.org.au/name/apni/92631","Goodyera viridiflora","Orchidaceae",,"12810","plants","Equisetopsida","Orchidaceae","(Blume) Blume",
"Thelypteris confluens","https://id.biodiversity.org.au/node/apni/2913519","Thelypteris confluens","Thelypteridaceae",,"16042","plants","Equisetopsida","Thelypteridaceae","(Thunb.) C.V.Morton",
"Thelymitra carnea","https://id.biodiversity.org.au/name/apni/96942","Thelymitra carnea","Orchidaceae",,"12677","plants","Equisetopsida","Orchidaceae","R.Br.",
"Macrozamia longispina - Macrozamia macleayi","ALA_Macrozamia_longispina_Macrozamia_macleayi","Macrozamia longispina - Macrozamia macleayi",,,"33772","plants","Equisetopsida","Zamiaceae",,
"Bulbophyllum grandimesense","https://id.biodiversity.org.au/name/apni/117203","Bulbophyllum grandimesense","Orchidaceae",,"9006","plants","Equisetopsida","Orchidaceae","B.Gray & D.L.Jones",
"Phalaenopsis rosenstromii","https://id.biodiversity.org.au/node/apni/2903739","Phalaenopsis rosenstromii","Orchidaceae",,"8487","plants","Equisetopsida","Orchidaceae","F.M.Bailey","moth orchid"
"Chiloglottis longiclavata","https://id.biodiversity.org.au/name/apni/117390","Chiloglottis longiclavata","Orchidaceae",,"7978","plants","Equisetopsida","Orchidaceae","D.L.Jones",
"Dockrillia x grimesii","https://id.biodiversity.org.au/name/apni/181529","Dockrillia x grimesii","Orchidaceae",,"5764","plants","Equisetopsida","Orchidaceae","(C.T.White & Summerh.) Rauschert",
"Hydnophytum moseleyanum","https://id.biodiversity.org.au/node/apni/2887261","Hydnophytum moseleyanum","Rubiaceae",,"18900","plants","Equisetopsida","Rubiaceae","Becc.",
"Dendrobium complanatum","https://id.biodiversity.org.au/name/apni/85337","Dendrobium complanatum","Orchidaceae",,"39953","plants","Equisetopsida","Orchidaceae",,
"Prasophyllum brevilabre","https://id.biodiversity.org.au/name/apni/87186","Prasophyllum brevilabre","Orchidaceae",,"13104","plants","Equisetopsida","Orchidaceae","(Lindl.) Hook.f.",
"Microtis rara","https://id.biodiversity.org.au/name/apni/74164","Microtis rara","Orchidaceae",,"9455","plants","Equisetopsida","Orchidaceae","R.Br.","scented onion orchid"
"Phlegmariurus varius","https://id.biodiversity.org.au/node/apni/2917281","Phlegmariurus varius","Lycopodiaceae",,"34771","plants","Equisetopsida","Lycopodiaceae","(R.Br.) A.R.Field & Bostock",
"Taudactylus liemi","urn:lsid:biodiversity.org.au:afd.taxon:73710142-d11d-401a-bd2c-f04ddb96aa44","Taudactylus liemi","Myobatrachidae",,"654","animals","amphibians","Myobatrachidae","Ingram, 1980","Eungella tinkerfrog"
"Dendrobium lichenastrum","https://id.biodiversity.org.au/name/apni/85874","Dendrobium lichenastrum","Orchidaceae",,"9367","plants","Equisetopsida","Orchidaceae","(F.Muell.) Kraenzl.",
"Prasophyllum parvicallum","https://id.biodiversity.org.au/name/apni/105857","Prasophyllum parvicallum","Orchidaceae",,"39916","plants","Equisetopsida","Orchidaceae",,
"Caleana","https://id.biodiversity.org.au/node/apni/2894335","Caleana","Orchidaceae",,"18742","plants","Equisetopsida","Orchidaceae",,
"Nepenthes garrawayae","https://id.biodiversity.org.au/node/apni/2918584","Nepenthes mirabilis","Nepenthaceae",,"40150","plants","Equisetopsida","Nepenthaceae",,
"Saccolabiopsis","https://id.biodiversity.org.au/node/apni/2918932","Saccolabiopsis","Orchidaceae",,"21434","plants","Equisetopsida","Orchidaceae",,
"Dendrobium speciosum","https://id.biodiversity.org.au/taxon/apni/51316806","Dendrobium speciosum","Orchidaceae",,"14631","plants","Equisetopsida","Orchidaceae","Sm.",
"Cycas platyphylla","https://id.biodiversity.org.au/node/apni/2889516","Cycas platyphylla","Cycadaceae",,"8897","plants","Equisetopsida","Cycadaceae","K.D.Hill",
"Cycas ophiolitica","https://id.biodiversity.org.au/node/apni/2914888","Cycas ophiolitica","Cycadaceae",,"8437","plants","Equisetopsida","Cycadaceae","K.D.Hill","Marlborough blue"
"Calochilus therophilus","https://id.biodiversity.org.au/name/apni/155981","Calochilus therophilus","Orchidaceae",,"36010","plants","Equisetopsida","Orchidaceae","D.L.Jones",
"Dienia montana","https://id.biodiversity.org.au/name/apni/177608","Dienia montana","Orchidaceae",,"5765","plants","Equisetopsida","Orchidaceae","(Sm.) M.A.Clem. & D.L.Jones",
"Caladenia filamentosa","https://id.biodiversity.org.au/name/apni/91308","Caladenia filamentosa","Orchidaceae",,"19764","plants","Equisetopsida","Orchidaceae",,
"Habenaria praecox","https://id.biodiversity.org.au/name/apni/165303","Habenaria praecox","Orchidaceae",,"18422","plants","Equisetopsida","Orchidaceae","Lavarack & Dockrill",
"Pterostylis bicolor","https://id.biodiversity.org.au/name/apni/74181","Pterostylis bicolor","Orchidaceae",,"8142","plants","Equisetopsida","Orchidaceae","M.A.Clem. & D.L.Jones",
"Phyllurus caudiannulatus","urn:lsid:biodiversity.org.au:afd.taxon:ff70a828-3147-4efd-accb-499ce0b295e9","Phyllurus caudiannulatus","Carphodactylidae",,"379","animals","reptiles","Carphodactylidae","Covacevich, 1975","ringed thin-tailed gecko"
"Nepenthes moorei","https://id.biodiversity.org.au/node/apni/2918584","Nepenthes mirabilis","Nepenthaceae",,"40152","plants","Equisetopsida","Nepenthaceae",,
"Dendrobium speciosum var. delicatum","https://id.biodiversity.org.au/taxon/apni/51305036","Dendrobium x delicatum","Orchidaceae",,"40381","plants","Equisetopsida","Orchidaceae",,
"Glossodia major","https://id.biodiversity.org.au/name/apni/94961","Glossodia major","Orchidaceae",,"12809","plants","Equisetopsida","Orchidaceae","R.Br.","wax-lip orchid"
"Peristylus chlorandrellus","https://id.biodiversity.org.au/name/apni/189024","Peristylus chlorandrellus","Orchidaceae",,"30812","plants","Equisetopsida","Orchidaceae","D.L.Jones & M.A.Clem.",
"Dockrillia bowmanii","https://id.biodiversity.org.au/name/apni/132386","Dockrillia bowmanii","Orchidaceae",,"5768","plants","Equisetopsida","Orchidaceae","(Benth.) M.A.Clem. & D.L.Jones","scrub pencil orchid"
"Pterostylis whitei","https://id.biodiversity.org.au/name/apni/76077","Pterostylis whitei","Orchidaceae",,"39917","plants","Equisetopsida","Orchidaceae",,
"Carlia wundalthini","urn:lsid:biodiversity.org.au:afd.taxon:95e7ed8e-f3f1-4184-ad75-b28394ec13f2","Carlia wundalthini","Scincidae",,"35480","animals","reptiles","Scincidae","Hoskin, 2014","Cape Melville rainbow skink"
"Dendrobium smillieae","https://id.biodiversity.org.au/name/apni/86391","Dendrobium smillieae","Orchidaceae",,"12840","plants","Equisetopsida","Orchidaceae","F.Muell.",
"Caladenia atroclavia","https://id.biodiversity.org.au/node/apni/2914177","Caladenia atroclavia","Orchidaceae",,"9298","plants","Equisetopsida","Orchidaceae","D.L.Jones & M.A.Clem.",
"Corunastylis cranei","https://id.biodiversity.org.au/name/apni/169203","Corunastylis cranei","Orchidaceae",,"27535","plants","Equisetopsida","Orchidaceae","(D.L.Jones) D.L.Jones & M.A.Clem.",
"Dasyornis brachypterus","urn:lsid:biodiversity.org.au:afd.taxon:67723115-0e97-42fb-86f5-0f3ce82a0d74","Dasyornis (Dasyornis) brachypterus","Dasyornithidae",,"1405","animals","birds","Dasyornithidae","(Latham, 1801)","eastern bristlebird"
"Caladenia catenata","https://id.biodiversity.org.au/name/apni/90921","Caladenia catenata","Orchidaceae",,"17790","plants","Equisetopsida","Orchidaceae","(Sm.) Druce",
"Lepidozamia peroffskyana","https://id.biodiversity.org.au/node/apni/2897542","Lepidozamia peroffskyana","Zamiaceae",,"12056","plants","Equisetopsida","Zamiaceae","Regel","shining burrawang"
"Bulbophyllum boonjee","https://id.biodiversity.org.au/name/apni/69438","Bulbophyllum boonjee","Orchidaceae",,"9437","plants","Equisetopsida","Orchidaceae","B.Gray & D.L.Jones",
