"Supplied Name","guid","scientificName","family","kingdom","family2","genus","order","taxonRank","class"
"Senecio lautus var. esperensis Sykes","NZOR-6-7207","Senecio lautus subsp. esperensis","Asteraceae",,"Compositae","Senecio","Asterales","variety","Magnoliopsida"
"Chaerophyllum basicola (Heenan & Molloy) K.F.Chung","NZOR-6-26015","Chaerophyllum basicola","Apiaceae",,"Umbelliferae","Chaerophyllum","Apiales","species","Magnoliopsida"
"Senecio rotundifolius var. ambiguus Cheeseman","NZOR-6-95288","Brachyglottis rotundifolia var. ambigua","Asteraceae",,"Compositae","Brachyglottis","Asterales","variety","Magnoliopsida"
"Myosotis oreophila Petrie","NZOR-6-113081","Myosotis oreophila","Boraginaceae",,"Boraginaceae","Myosotis",,"species","Magnoliopsida"
"Prasophyllum patens sensu Cheeseman","NZOR-6-22555","Prasophyllum hectorii","Orchidaceae",,"Orchidaceae","Prasophyllum","Asparagales","species","Magnoliopsida"
"Sicyos mawhai I.Telford & P.Sebastian","https://id.biodiversity.org.au/name/apni/239111","Sicyos mawhai","Cucurbitaceae",,"Cucurbitaceae","Sicyos","Cucurbitales","species","Magnoliopsida"
"Sapota costata (Endl.) A.DC.","https://id.biodiversity.org.au/node/apni/2900808","Planchonella costata","Sapotaceae",,"Sapotaceae","Planchonella","Ericales","species","Magnoliopsida"
"Acrostichum leptophyllum (L.) Lam. & DC.","https://id.biodiversity.org.au/taxon/apni/51299828","Anogramma leptophylla","Pteridaceae",,"Pteridaceae","Anogramma","Polypodiales","species","Polypodiopsida"
"Myosotis laeta Cheeseman","NZOR-6-126718","Myosotis laeta","Boraginaceae",,"Boraginaceae","Myosotis",,"species","Magnoliopsida"
"Geranium drummondii Carolin","https://id.biodiversity.org.au/node/apni/7387836","Geranium solanderi","Geraniaceae",,"Geraniaceae","Geranium","Geraniales","species","Magnoliopsida"
"Euchiton ensifer (D.G.Drury) Holub","https://id.biodiversity.org.au/name/apni/237222","Euchiton ensifer","Asteraceae",,"Compositae","Euchiton","Asterales","species","Magnoliopsida"
"Elytranthe tetrapetala (Murray) Engl.","NZOR-6-73116","Peraxilla tetrapetala","Loranthaceae",,"Loranthaceae","Peraxilla","Santalales","species","Magnoliopsida"
"Raoulia cheesemanii Beauverd","NZOR-6-86836","Raoulia monroi","Asteraceae",,"Compositae","Raoulia","Asterales","species","Magnoliopsida"
"Dichelachne lautumia Edgar & Connor","NZOR-6-38527","Dichelachne lautumia","Poaceae",,"Gramineae","Dichelachne","Poales","species","Magnoliopsida"
"Leptinella conjuncta Heenan","NZOR-6-29570","Leptinella conjuncta","Asteraceae",,"Compositae","Leptinella","Asterales","species","Magnoliopsida"
"Pimelea tomentosa (J.R.Forst. & G.Forst.) Druce","NZOR-6-21866","Pimelea tomentosa","Thymelaeaceae",,"Thymelaeaceae","Pimelea","Malvales","species","Magnoliopsida"
"Isoetes multiangularis Colenso","NZOR-6-36536","Isoetes kirkii","Isoetaceae",,"Isoetaceae","Isoetes","Isoetales","species","Lycopodiopsida"
"Nephrodium gongylodes sensu Carse","ALA_Nephrodium_gongylodes_sensu_Carse","Nephrodium gongylodes sensu Carse",,,"Thelypteridaceae","Cyclosorus","Polypodiales","species","Polypodiopsida"
"Raoulia monroi Hook.f.","NZOR-6-86836","Raoulia monroi","Asteraceae",,"Compositae","Raoulia","Asterales","species","Magnoliopsida"
"Carmichaelia nigrans G.Simpson var. nigrans","NZOR-6-16031","Carmichaelia juncea","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","variety","Magnoliopsida"
"Sebaea ovata (Labill.) R.Br.","https://id.biodiversity.org.au/node/apni/2887014","Sebaea ovata","Gentianaceae",,"Gentianaceae","Sebaea","Gentianales","species","Magnoliopsida"
"Hebe societatis Bayly & Kellow","NZOR-6-95542","Veronica societatis","Plantaginaceae",,"Plantaginaceae","Hebe","Lamiales","species","Magnoliopsida"
"Eryngium vesiculosum Labill.","https://id.biodiversity.org.au/node/apni/4331884","Eryngium vesiculosum","Apiaceae",,"Umbelliferae","Eryngium","Apiales","species","Magnoliopsida"
"Sonchus littoralis (Kirk) Cockayne","NZOR-6-3088","Sonchus kirkii","Asteraceae",,"Compositae","Sonchus","Asterales","species","Magnoliopsida"
"Senecio huntii F.Muell.","NZOR-6-110368","Brachyglottis huntii","Asteraceae",,"Compositae","Brachyglottis","Asterales","species","Magnoliopsida"
"Libertia ixioides sensu Moore","NZOR-6-44382","Libertia cranwelliae","Iridaceae",,"Iridaceae","Libertia","Asparagales","species","Magnoliopsida"
"Mertensia tenera (R.Br.) Poir.","https://id.biodiversity.org.au/node/apni/2896351","Sticherus tener","Gleicheniaceae",,"Gleicheniaceae","Sticherus","Gleicheniales","species","Polypodiopsida"
"Mimusops laurina A.Cunn.","https://id.biodiversity.org.au/node/apni/2900808","Planchonella costata","Sapotaceae",,"Sapotaceae","Planchonella","Ericales","species","Magnoliopsida"
"Marattia salicina Sm.","urn:lsid:biodiversity.org.au:apni.taxon:425691","Marattia salicina","Marattiaceae",,"Marattiaceae","Ptisana","Marattiales","species","Marattiopsida"
"Myosotis colensoi (Kirk) Cockayne & Allan","NZOR-6-17965","Myosotis colensoi","Boraginaceae",,"Boraginaceae","Myosotis",,"species","Magnoliopsida"
"Pterostylis furcata var. linearis Hatch","https://id.biodiversity.org.au/name/apni/139870","Pterostylis furcata var. linearis","Orchidaceae",,"Orchidaceae","Pterostylis","Asparagales","variety","Magnoliopsida"
"Mitrasacme montana var. helmsii Kirk","NZOR-6-81750","Mitrasacme montana var. helmsii","Loganiaceae",,"Loganiaceae","Mitrasacme","Gentianales","variety","Magnoliopsida"
"Heliohebe maccaskillii (Allan) D.A.Norton & Molloy","NZOR-6-82465","Veronica maccaskillii","Plantaginaceae",,"Scrophulariaceae","Heliohebe","Lamiales","species","Magnoliopsida"
"Cotula featherstonii (F.Muell.) Hook.f.","NZOR-6-68370","Leptinella featherstonii","Asteraceae",,"Compositae","Leptinella","Asterales","species","Magnoliopsida"
"Lepidium sisymbrioides sensu Garnock-Jones in Webb et al.","NZOR-6-42151","Lepidium solandri","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","species","Magnoliopsida"
"Carmichaelia nana (Hook.f.) Hook.f.","NZOR-6-75","Carmichaelia nana","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Lepidium sisymbrioides subsp. solandri var. typicum Thell.","NZOR-6-81408","Lepidium sisymbrioides","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","variety","Magnoliopsida"
"Carmichaelia crassicaulis Hook.f. subsp. crassicaulis","NZOR-6-9673","Carmichaelia crassicaulis subsp. crassicaulis","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","subspecies","Magnoliopsida"
"Lepilaena bilocularis Kirk","https://id.biodiversity.org.au/name/apni/87554","Lepilaena bilocularis","Zannichelliaceae",,"Potamogetonaceae","Lepilaena","Alismatales","species","Magnoliopsida"
"Sonchus kirkii Hamlin","NZOR-6-3088","Sonchus kirkii","Asteraceae",,"Compositae","Sonchus","Asterales","species","Magnoliopsida"
"Solanum aviculare var. albiflorum Cheeseman","https://id.biodiversity.org.au/node/apni/2900613","Solanum aviculare","Solanaceae",,"Solanaceae","Solanum","Solanales","variety","Magnoliopsida"
"Simplicia laxa Kirk","NZOR-6-56449","Simplicia laxa","Poaceae",,"Gramineae","Simplicia","Poales","species","Magnoliopsida"
"Coprosma brunnea (Kirk) Cockayne ex Cheeseman","NZOR-6-34805","Coprosma brunnea","Rubiaceae",,"Rubiaceae","Coprosma","Gentianales","species","Magnoliopsida"
"Cotula nana D.G.Lloyd","NZOR-6-135352","Leptinella nana","Asteraceae",,"Compositae","Leptinella","Asterales","species","Magnoliopsida"
"Senecio germinatus Kirk","NZOR-6-56501","Traversia baccharoides","Asteraceae",,"Compositae","Traversia","Asterales","species","Magnoliopsida"
"Thelymitra sanscilia Irwin ex Hatch","https://id.biodiversity.org.au/name/apni/236943","Thelymitra sanscilia","Orchidaceae",,"Orchidaceae","Thelymitra","Asparagales","species","Magnoliopsida"
"Machaerina complanata (Berggr.) T.Koyama","NZOR-6-36582","Machaerina complanata","Cyperaceae",,"Cyperaceae","Machaerina","Poales","species","Magnoliopsida"
"Passerina pilosa L.f.","NZOR-6-21866","Pimelea tomentosa","Thymelaeaceae",,"Thymelaeaceae","Pimelea","Malvales","species","Magnoliopsida"
"Lepidium kirkii Petrie","NZOR-6-38120","Lepidium kirkii","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","species","Magnoliopsida"
"Epilobium pictum Petrie","NZOR-6-4896","Epilobium pictum","Onagraceae",,"Onagraceae","Epilobium","Myrtales","species","Magnoliopsida"
"Plagianthus betulinus var. chathamicus (Cockayne) Cockayne","NZOR-6-12021","Plagianthus regius subsp. chathamicus","Malvaceae",,"Malvaceae","Plagianthus","Malvales","variety","Magnoliopsida"
"Iphigenia novae-zelandiae Baker","NZOR-6-103065","Wurmbea novae-zelandiae","Colchicaceae",,"Colchicaceae","Iphigenia","Liliales","species","Magnoliopsida"
"Cyclosorus interruptus (Willd.) H.Itô","https://id.biodiversity.org.au/node/apni/2906665","Cyclosorus interruptus","Thelypteridaceae",,"Thelypteridaceae","Cyclosorus","Polypodiales","species","Polypodiopsida"
"Streblus banksii (Cheeseman) C.J.Webb","NZOR-6-95729","Streblus banksii","Moraceae",,"Moraceae","Streblus","Rosales","species","Magnoliopsida"
"Hebe rigidula var. sulcata Bayly & Kellow","NZOR-6-123519","Veronica rigidula var. sulcata","Plantaginaceae",,"Plantaginaceae","Hebe","Lamiales","variety","Magnoliopsida"
"Oreomyrrhis colensoi var. delicatula Allan","NZOR-6-49749","Chaerophyllum colensoi var. delicatulum","Apiaceae",,"Umbelliferae","Chaerophyllum","Apiales","variety","Magnoliopsida"
"Aralia lyallii Kirk","NZOR-6-65043","Azorella lyallii","Apiaceae",,"Umbelliferae","Stilbocarpa","Apiales","species","Magnoliopsida"
"Osmunda barbara (L.) Thunb.","https://id.biodiversity.org.au/node/apni/2916843","Todea barbara","Osmundaceae",,"Osmundaceae","Todea","Osmundales","species","Polypodiopsida"
"Streblus heterophyllus var. ellipticus (Kirk) Corner","NZOR-6-95729","Streblus banksii","Moraceae",,"Moraceae","Streblus","Rosales","variety","Magnoliopsida"
"Pachycladon cheesemanii Heenan & A.D.Mitch.","NZOR-6-108118","Pachycladon cheesemanii","Brassicaceae",,"Cruciferae","Pachycladon","Brassicales","species","Magnoliopsida"
"Rorippa divaricata (Hook.f.) Garn.-Jones & Jonsell","NZOR-6-38252","Rorippa divaricata","Brassicaceae",,"Cruciferae","Rorippa","Brassicales","species","Magnoliopsida"
"Loranthus colensoi Hook.f.","NZOR-6-48198","Peraxilla colensoi","Loranthaceae",,"Loranthaceae","Peraxilla","Santalales","species","Magnoliopsida"
"Dichelachne sciurea (R.Br.) Hook.f.","https://id.biodiversity.org.au/node/apni/2909052","Dichelachne micrantha","Poaceae",,"Gramineae","Dichelachne","Poales","species","Magnoliopsida"
"Carmichaelia uniflora Kirk","NZOR-6-99973","Carmichaelia uniflora","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Deyeuxia tenuis (Cheeseman) Zotov","NZOR-6-41354","Lachnagrostis tenuis","Poaceae",,"Gramineae","Lachnagrostis","Poales","species","Magnoliopsida"
"Stipa micrantha Cav.","https://id.biodiversity.org.au/node/apni/2909052","Dichelachne micrantha","Poaceae",,"Gramineae","Dichelachne","Poales","species","Magnoliopsida"
"Gratiola concinna Colenso","NZOR-6-43703","Gratiola concinna","Plantaginaceae",,"Plantaginaceae","Gratiola","Lamiales","species","Magnoliopsida"
"Carmichaelia muritai (A.W.Purdie) Heenan","NZOR-6-4806","Carmichaelia muritai","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Hebe speciosa (A.Cunn.) Andersen","https://id.biodiversity.org.au/node/apni/2893171","Veronica speciosa","Plantaginaceae",,"Plantaginaceae","Hebe","Lamiales","species","Magnoliopsida"
"Pouteria costata var. austro-montana (H.J.Lam) Baehni","https://id.biodiversity.org.au/node/apni/2900808","Planchonella costata","Sapotaceae",,"Sapotaceae","Planchonella","Ericales","variety","Magnoliopsida"
"Peraxilla tetrapetala (L.f.) Tiegh.","NZOR-6-73116","Peraxilla tetrapetala","Loranthaceae",,"Loranthaceae","Peraxilla","Santalales","species","Magnoliopsida"
"Craspedia uniflora var. maritima Allan","NZOR-6-59823","Craspedia uniflora var. maritima","Asteraceae",,"Compositae","Craspedia","Asterales","variety","Magnoliopsida"
"Myosotis ramificata G.Simpson","NZOR-6-59964","Myosotis pygmaea","Boraginaceae",,"Boraginaceae","Myosotis",,"species","Magnoliopsida"
"Leptinella rotundata (Cheeseman) D.G.Lloyd & C.J.Webb","NZOR-6-93519","Leptinella rotundata","Asteraceae",,"Compositae","Leptinella","Asterales","species","Magnoliopsida"
"Huperzia drummondii (Kunze) Christenh. & H.Schneid.","https://id.biodiversity.org.au/node/apni/2899597","Phylloglossum drummondii","Lycopodiaceae",,"Lycopodiaceae","Phylloglossum","Lycopodiales","species","Lycopodiopsida"
"Metrosideros bartlettii J.W.Dawson","NZOR-6-134580","Metrosideros bartlettii","Myrtaceae",,"Myrtaceae","Metrosideros","Myrtales","species","Magnoliopsida"
"Juncus pauciflorus R.Br.","https://id.biodiversity.org.au/node/apni/2887979","Juncus pauciflorus","Juncaceae",,"Juncaceae","Juncus","Poales","species","Magnoliopsida"
"Hibiscus trionoides G.Don","https://id.biodiversity.org.au/node/apni/2888546","Hibiscus richardsonii","Malvaceae",,"Malvaceae","Hibiscus","Malvales","species","Magnoliopsida"
"Sticherus tener (R.Br.) Ching","https://id.biodiversity.org.au/node/apni/2896351","Sticherus tener","Gleicheniaceae",,"Gleicheniaceae","Sticherus","Gleicheniales","species","Polypodiopsida"
"Lepidium amissum de Lange & Heenan","NZOR-6-55334","Lepidium amissum","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","species","Magnoliopsida"
"Stipa arundinacea (Hook.f.) Benth.","NZOR-6-34044","Anemanthele lessoniana","Poaceae",,"Gramineae","Anemanthele","Poales","species","Magnoliopsida"
"Chaerophyllum colensoi var. delicatulum (Allan) K.F.Chung","NZOR-6-49749","Chaerophyllum colensoi var. delicatulum","Apiaceae",,"Umbelliferae","Chaerophyllum","Apiales","variety","Magnoliopsida"
"Geranium sessiliflorum var. arenarium G.Simpson & J.S.Thomson","NZOR-6-75703","Geranium sessiliflorum var. arenarium","Geraniaceae",,"Geraniaceae","Geranium","Geraniales","variety","Magnoliopsida"
"Nasturtium neozelandicum Kuntze","https://id.biodiversity.org.au/node/apni/2892260","Lepidium flexicaule","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","species","Magnoliopsida"
"Puccinellia raroflorens Edgar","NZOR-6-31638","Puccinellia raroflorens","Poaceae",,"Gramineae","Puccinellia","Poales","species","Magnoliopsida"
"Pterostylis paludosa D.L.Jones, Molloy & M.A.Clem.","https://id.biodiversity.org.au/name/apni/178876","Pterostylis paludosa","Orchidaceae",,"Orchidaceae","Pterostylis","Asparagales","species","Magnoliopsida"
"Schedonorus littoralis (Labill.) P.Beauv.","https://id.biodiversity.org.au/node/apni/2908237","Poa billardierei","Poaceae",,"Gramineae","Poa","Poales","species","Magnoliopsida"
"Danthonia rigida var. teretifolia (Petrie) Zotov","NZOR-6-7685","Chionochloa juncea","Poaceae",,"Gramineae","Chionochloa","Poales","variety","Magnoliopsida"
"Carex dolomitica Heenan & de Lange","NZOR-6-132084","Carex dolomitica","Cyperaceae",,"Cyperaceae","Carex","Poales","species","Magnoliopsida"
"Trilepidea adamsii (Cheeseman) Tiegh.","NZOR-6-50555","Trilepidea adamsii","Loranthaceae",,"Loranthaceae","Trilepidea","Santalales","species","Magnoliopsida"
"Melicytus drucei Molloy & B.D.Clarkson","NZOR-6-33484","Melicytus drucei","Violaceae",,"Violaceae","Melicytus","Malpighiales","species","Magnoliopsida"
"Pterostylis polyphylla Colenso","https://id.biodiversity.org.au/name/apni/179558","Pterostylis polyphila","Orchidaceae",,"Orchidaceae","Pterostylis","Asparagales","species","Magnoliopsida"
"Olearia oporina Hook.f.","NZOR-6-50836","Olearia chathamica","Asteraceae",,"Compositae","Olearia","Asterales","species","Magnoliopsida"
"Senecio turneri Cheeseman","NZOR-6-74536","Brachyglottis turneri","Asteraceae",,"Compositae","Brachyglottis","Asterales","species","Magnoliopsida"
"Schoenus carsei Cheeseman","https://id.biodiversity.org.au/node/apni/2900112","Schoenus carsei","Cyperaceae",,"Cyperaceae","Schoenus","Poales","species","Magnoliopsida"
"Carmichaelia floribunda G.Simpson","NZOR-6-16031","Carmichaelia juncea","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Carex comans var. stricta Cheeseman","https://id.biodiversity.org.au/instance/apni/764400","Carex albula","Cyperaceae",,"Cyperaceae","Carex","Poales","variety","Magnoliopsida"
"Agrostis lessoniana Steud.","NZOR-6-34044","Anemanthele lessoniana","Poaceae",,"Gramineae","Anemanthele","Poales","species","Magnoliopsida"
"Acaena buchananii Hook.f.","NZOR-6-22527","Acaena buchananii","Rosaceae",,"Rosaceae","Acaena","Rosales","species","Magnoliopsida"
"Hebe armstrongii (J.B.Armstr.) Cockayne & Allan","NZOR-6-112852","Veronica armstrongii","Plantaginaceae",,"Plantaginaceae","Hebe","Lamiales","species","Magnoliopsida"
"Stilbocarpa lyallii J.B.Armstr.","NZOR-6-65043","Azorella lyallii","Apiaceae",,"Umbelliferae","Stilbocarpa","Apiales","species","Magnoliopsida"
"Hebe perbella de Lange","NZOR-6-83487","Veronica perbella","Plantaginaceae",,"Plantaginaceae","Hebe","Lamiales","species","Magnoliopsida"
"Ophioglossum vulgatum L.; G.M.Thomson","https://id.biodiversity.org.au/node/apni/2897211","Ophioglossum lusitanicum","Ophioglossaceae",,"Ophioglossaceae","Ophioglossum","Ophioglossales","species","Psilotopsida"
"Austroderia turbaria (Connor) N.P.Barker & H.P.Linder","NZOR-6-42639","Austroderia turbaria","Poaceae",,"Gramineae","Austroderia","Poales","species","Magnoliopsida"
"Epilobium brasiliense Hausskn.","https://id.biodiversity.org.au/node/apni/2910254","Epilobium hirtigerum","Onagraceae",,"Onagraceae","Epilobium","Myrtales","species","Magnoliopsida"
"Carmichaelia enysii var. ambigua G.Simpson","NZOR-6-75","Carmichaelia nana","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","variety","Magnoliopsida"
"Cotula membranacea D.G.Lloyd","NZOR-6-102206","Leptinella tenella","Asteraceae",,"Compositae","Leptinella","Asterales","species","Magnoliopsida"
"Lepidium oblitum Houliston, Heenan & de Lange","NZOR-6-51255","Lepidium oblitum","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","species","Magnoliopsida"
"Crassula purpurata (Hook.f.) Domin","https://id.biodiversity.org.au/node/apni/2895654","Crassula peduncularis","Crassulaceae",,"Crassulaceae","Crassula","Saxifragales","species","Magnoliopsida"
"Lepidium sisymbrioides subsp. solandri var. ovalis Thell.","ALA_Lepidium_sisymbrioides_subsp_solandri_var_ovalis_Thell","Lepidium sisymbrioides subsp. solandri var. ovalis Thell.","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","variety","Magnoliopsida"
"Pterostylis tanypoda D.L.Jones, Molloy & M.A.Clem.","https://id.biodiversity.org.au/name/apni/178878","Pterostylis tanypoda","Orchidaceae",,"Orchidaceae","Pterostylis","Asparagales","species","Magnoliopsida"
"Pomaderris phylicifolia Lodd. ex Link var. phylicifolia","https://id.biodiversity.org.au/node/apni/2891938","Pomaderris phylicifolia subsp. phylicifolia","Rhamnaceae",,"Rhamnaceae","Pomaderris","Rosales","variety","Magnoliopsida"
"Carex australis sensu Kirk","NZOR-6-17098","Carex litorosa","Cyperaceae",,"Cyperaceae","Carex","Poales","species","Magnoliopsida"
"Acaena rorida B.H.Macmill.","NZOR-6-123740","Acaena rorida","Rosaceae",,"Rosaceae","Acaena","Rosales","species","Magnoliopsida"
"Lepidium rekohuense de Lange & Heenan","NZOR-6-36678","Lepidium rekohuense","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","species","Magnoliopsida"
"Dysphania pusilla (Hook.f.) Mosyakin & Clemants","https://id.biodiversity.org.au/name/apni/214079","Dysphania pusilla","Chenopodiaceae",,"Amaranthaceae","Dysphania","Caryophyllales","species","Magnoliopsida"
"Erechtites diversifolia Petrie","NZOR-6-332","Senecio dunedinensis","Asteraceae",,"Compositae","Senecio","Asterales","species","Magnoliopsida"
"Pittosporum dallii Cheeseman","NZOR-6-57624","Pittosporum dallii","Pittosporaceae",,"Pittosporaceae","Pittosporum","Apiales","species","Magnoliopsida"
"Libertia peregrinans Cockayne & Allan","NZOR-6-20641","Libertia peregrinans","Iridaceae",,"Iridaceae","Libertia","Asparagales","species","Magnoliopsida"
"Prasophyllum hectorii (Buchanan) Molloy, D.L.Jones & M.A.Clem.","NZOR-6-22555","Prasophyllum hectorii","Orchidaceae",,"Orchidaceae","Prasophyllum","Asparagales","species","Magnoliopsida"
"Planchonella costata (Endl.) Pierre","https://id.biodiversity.org.au/node/apni/2900808","Planchonella costata","Sapotaceae",,"Sapotaceae","Planchonella","Ericales","species","Magnoliopsida"
"Polypodium leptophyllum L.","https://id.biodiversity.org.au/taxon/apni/51299828","Anogramma leptophylla","Pteridaceae",,"Pteridaceae","Anogramma","Polypodiales","species","Polypodiopsida"
"Trisetum antarcticum (G.Forst.) Trin.","https://id.biodiversity.org.au/node/apni/2918558","Trisetum spicatum subsp. australiense","Poaceae",,"Gramineae","Trisetum","Poales","species","Magnoliopsida"
"Carmichaelia curta Petrie var. curta","NZOR-6-11937","Carmichaelia curta","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","variety","Magnoliopsida"
"Lagenophora stipitata var. montana (Hook.f.) Cabrera","https://id.biodiversity.org.au/node/apni/2891865","Lagenophora montana","Asteraceae",,"Compositae","Lagenifera","Asterales","variety","Magnoliopsida"
"Centipeda minima (L.) A.Braun & Asch. subsp. minima","https://id.biodiversity.org.au/taxon/apni/51268142","Centipeda minima subsp. minima","Asteraceae",,"Compositae","Centipeda","Asterales","subspecies","Magnoliopsida"
"Olearia gardneri Heads","NZOR-6-44911","Olearia gardneri","Asteraceae",,"Compositae","Olearia","Asterales","species","Magnoliopsida"
"Senecio cockaynei G.Simpson & J.S.Thomson","NZOR-6-1492","Brachyglottis cockaynei","Asteraceae",,"Compositae","Brachyglottis","Asterales","species","Magnoliopsida"
"Coprosma waima A.P.Druce","NZOR-6-42201","Coprosma waima","Rubiaceae",,"Rubiaceae","Coprosma","Gentianales","species","Magnoliopsida"
"Schedonorus littoralis var. ? minor Hook.f.","ALA_Schedonorus_littoralis_var_minor_Hook_f","Schedonorus littoralis var. ? minor Hook.f.","Poaceae",,"Gramineae","Poa","Poales","variety","Magnoliopsida"
"Coprosma pedicellata Molloy, de Lange & B.D.Clarkson","NZOR-6-19045","Coprosma pedicellata","Rubiaceae",,"Rubiaceae","Coprosma","Gentianales","species","Magnoliopsida"
"Ophioglossum petiolatum Hook.","https://id.biodiversity.org.au/node/apni/2888811","Ophioglossum reticulatum","Ophioglossaceae",,"Ophioglossaceae","Ophioglossum","Ophioglossales","species","Psilotopsida"
"Ceratocephala pungens Garn.-Jones","NZOR-6-125312","Ceratocephala pungens","Ranunculaceae",,"Ranunculaceae","Ceratocephala","Ranunculales","species","Magnoliopsida"
"Hymenanthera crassifolia Hook.f.","NZOR-6-66140","Melicytus crassifolius","Violaceae",,"Violaceae","Melicytus","Malpighiales","species","Magnoliopsida"
"Hebe saxicola de Lange","NZOR-6-70059","Veronica saxicola","Plantaginaceae",,"Plantaginaceae","Hebe","Lamiales","species","Magnoliopsida"
"Olearia telmatica Heenan & de Lange","NZOR-6-27368","Olearia telmatica","Asteraceae",,"Compositae","Olearia","Asterales","species","Magnoliopsida"
"Convolvulus verecundus Allan","https://id.biodiversity.org.au/name/apni/189730","Convolvulus verecundus","Convolvulaceae",,"Convolvulaceae","Convolvulus","Solanales","species","Magnoliopsida"
"Triglochin palustris L.","NZOR-6-91405","Triglochin palustris","Juncaginaceae",,"Juncaginaceae","Triglochin","Alismatales","species","Magnoliopsida"
"Trisetum saxeticolum Cockayne & Allan","https://id.biodiversity.org.au/node/apni/2918558","Trisetum spicatum subsp. australiense","Poaceae",,"Gramineae","Trisetum","Poales","species","Magnoliopsida"
"Pseudolycopodiella serpentina (Kunze) Holub","https://id.biodiversity.org.au/node/apni/2905113","Lycopodiella serpentina","Lycopodiaceae",,"Lycopodiaceae","Lycopodiella","Lycopodiales","species","Lycopodiopsida"
"Corallospartium crassicaule var. racemosum Kirk","NZOR-6-37641","Carmichaelia crassicaulis subsp. racemosa","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","variety","Magnoliopsida"
"Leonohebe cupressoides (Hook.f.) Heads","NZOR-6-84490","Veronica cupressoides","Plantaginaceae",,"Scrophulariaceae","Leonohebe","Lamiales","species","Magnoliopsida"
"Lachnagrostis tenuis (Cheeseman) Edgar","NZOR-6-41354","Lachnagrostis tenuis","Poaceae",,"Gramineae","Lachnagrostis","Poales","species","Magnoliopsida"
"Leptinella nana (D.G.Lloyd) D.G.Lloyd & C.J.Webb","NZOR-6-135352","Leptinella nana","Asteraceae",,"Compositae","Leptinella","Asterales","species","Magnoliopsida"
"Elytranthe colensoi (Hook.f.) Engl.","NZOR-6-48198","Peraxilla colensoi","Loranthaceae",,"Loranthaceae","Peraxilla","Santalales","species","Magnoliopsida"
"Pterostylis tristis Colenso","https://id.biodiversity.org.au/name/apni/179285","Pterostylis tristis","Orchidaceae",,"Orchidaceae","Pterostylis","Asparagales","species","Magnoliopsida"
"Anisotome acutifolia (Kirk) Cockayne","NZOR-6-93269","Anisotome acutifolia","Apiaceae",,"Umbelliferae","Anisotome","Apiales","species","Magnoliopsida"
"Gentianella calcis subsp. taiko Glenny & Molloy","NZOR-6-115560","Gentianella calcis subsp. taiko","Gentianaceae",,"Gentianaceae","Gentianella","Gentianales","subspecies","Magnoliopsida"
"Gunnera densiflora Hook.f.","NZOR-6-132731","Gunnera densiflora","Gunneraceae",,"Gunneraceae","Gunnera","Gunnerales","species","Magnoliopsida"
"Leptinella filiformis (Hook.f.) D.G.Lloyd & C.J.Webb","NZOR-6-67739","Leptinella filiformis","Asteraceae",,"Compositae","Leptinella","Asterales","species","Magnoliopsida"
"Pennantia baylisiana (W.R.B.Oliv.) G.T.S.Baylis","NZOR-6-105550","Pennantia baylisiana","Pennantiaceae",,"Pennantiaceae","Pennantia","Apiales","species","Magnoliopsida"
"Prasophyllum suttonii sensu Hatch","NZOR-6-22555","Prasophyllum hectorii","Orchidaceae",,"Orchidaceae","Prasophyllum","Asparagales","species","Magnoliopsida"
"Pisonia brunoniana Endl.","https://id.biodiversity.org.au/node/apni/2901305","Pisonia brunoniana","Nyctaginaceae",,"Nyctaginaceae","Pisonia","Caryophyllales","species","Magnoliopsida"
"Neopaxia drucei Heenan","NZOR-6-98602","Montia drucei","Portulacaceae",,"Portulacaceae","Montia","Caryophyllales","species","Magnoliopsida"
"Avena antarctica (G.Forst.) Roem. & Schult.","https://id.biodiversity.org.au/node/apni/2918558","Trisetum spicatum subsp. australiense","Poaceae",,"Gramineae","Trisetum","Poales","species","Magnoliopsida"
"Hypericum japonicum sensu Allan","NZOR-6-52890","Hypericum rubicundulum","Hypericaceae",,"Hypericaceae","Hypericum","Malpighiales","species","Magnoliopsida"
"Tecomanthe speciosa W.R.B.Oliv.","NZOR-6-43258","Tecomanthe speciosa","Bignoniaceae",,"Bignoniaceae","Tecomanthe","Lamiales","species","Magnoliopsida"
